station_id,name,capacity,lat,lon,no_classic_count,no_docks_count,problem_count,total_count,pct_no_classic,pct_no_docks,pct_problem,bin_no_classic,bin_no_docks,bin_problem
a3b47cbc-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Walnut (Lake) St,15,41.885951,-87.677009,9,0,9,10,90.0,0.0,90.0,90% to 100%,0% to 9%,90% to 100%
a3b481e1-a135-11e9-9cda-0a87ae2ba916,Wood St & Augusta Blvd,15,41.899181,-87.6722,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b486f2-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Division St,15,41.902997,-87.683825,0,8,8,10,0.0,80.0,80.0,0% to 9%,75% to 89%,75% to 89%
a3b48c07-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Chicago Ave,19,41.895501,-87.682017,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b49122-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Columbia Ave,15,42.004583,-87.661406,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b4963f-a135-11e9-9cda-0a87ae2ba916,Evanston Civic Center,15,42.057044,-87.686554,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b49b4c-a135-11e9-9cda-0a87ae2ba916,Dodge Ave & Mulford St,15,42.023463,-87.699595,0,10,10,10,0.0,100.0,100.0,0% to 9%,90% to 100%,90% to 100%
a3b4a05c-a135-11e9-9cda-0a87ae2ba916,Lincolnwood Dr & Central St,15,42.064854,-87.715297,0,10,10,10,0.0,100.0,100.0,0% to 9%,90% to 100%,90% to 100%
a3b4a579-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Belmont Ave,15,41.939354,-87.683282,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b4aa91-a135-11e9-9cda-0a87ae2ba916,South Chicago Ave & Elliot Ave,7,41.747363,-87.580046,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a3b4afb6-a135-11e9-9cda-0a87ae2ba916,Cherry Ave & Blackhawk St,15,41.907221,-87.655618,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a4f9ba74-f1cc-4b6a-90ad-78cacd45d3e1,Olive Harvey College,15,41.70958113526255,-87.59023368358612,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a5a5cb39-a6ee-45bc-96a0-6455ae111bad,East End Ave & 87th St,15,41.73681521440671,-87.58280128240585,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a60781db-2bec-4a15-a4a2-363297aefcec,Halsted St & 73rd St,15,41.76160543804394,-87.64416097666071,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
a77136ee-060b-433b-88d0-ec74af1ef7ad,Halsted St & 111th St,15,41.69226255589166,-87.64261186122894,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
ad9f8858-dc27-43ca-8fdc-78044b22f1fc,Walden Pkwy & 100th St,15,41.71216410359803,-87.66773343086243,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
aea853ed-c70c-4b1b-a7a8-d33869d8d58d,Major Taylor Trail & 115th St,15,41.68493159519296,-87.6452887058258,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
b09832de-1c8e-4b92-bd72-bd98dc80b92c,Houston Ave & 92nd St,15,41.72820421535798,-87.54970014095306,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,Western Ave & 111th St,23,41.691211034981045,-87.68129736185074,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
b8c74f86-2873-4818-88ac-81d9ae374add,Fort Dearborn Dr & 31st St*,20,41.83867632897121,-87.60883212089539,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
bbb67562-1f82-4dfa-a532-231ddc35444e,Commercial Ave & 130th St,15,41.659150427597744,-87.55076229572296,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
bbf9b599-1873-4133-b670-a0ef9e5c429c,Ashland Ave & 78th St,15,41.75220484941116,-87.66369938850403,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
bc4d498d-c272-4474-beca-10e5268e7253,Eggleston Ave & 92nd St,15,41.727575659299575,-87.63482809066771,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
c1f104db-9ee7-4999-bd4a-ddd766c75e04,Burnham Greenway & 105th St,11,41.7045750872071,-87.52823173999786,10,0,10,10,100.0,0.0,100.0,90% to 100%,0% to 9%,90% to 100%
c3f1be96-07c2-4c65-8a1d-f2203de88495,Halsted St & 78th St,15,41.75248701249013,-87.6439021574879,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
c4040b17-88bd-40ab-9aae-2655d6771580,Greenwood Ave & 91st St,15,41.728264268162725,-87.59729862213135,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
ce334dea-c5ba-45ca-a52d-39dc161683b0,Eberhart Ave & 131st St,15,41.658413151101065,-87.61071089698817,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
cec28069-2a36-48e1-bcec-2364b44834c4,Stewart Ave & 83rd St,15,41.743717,-87.634088,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
cefa52d6-b185-4969-89a6-20eb65f5c294,Vincennes Ave & 104th St,15,41.70492556499764,-87.65686810958869,10,0,10,10,100.0,0.0,100.0,90% to 100%,0% to 9%,90% to 100%
d53ae727-5265-4b8e-a6ca-2a36dc0345c4,Wilton Ave & Diversey Pkwy*,32,41.932418,-87.652705,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
d6456ded-180b-4d6e-b020-3aa80bce5c2c,Summit Ave & 86th St,15,41.73784847673341,-87.64489978551863,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
da9e6779-5056-4d45-bae3-9dc325ed2807,Hale Ave & 107th St,11,41.69920616812768,-87.66891896724701,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
e63300bd-4ca3-4255-adfd-522289d68b8a,Loomis Blvd & 84th St,15,41.74148652861805,-87.65841007232666,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
ee925757-31ce-41ad-9bb7-73b1bb363616,Bradley Park,11,41.717878301935,-87.56459176540375,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
f0f9f5dc-3d3f-4a32-aa3e-b87566e44de9,Prospect Sq & 91st St,15,41.7282338,-87.6675239,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
ff21c158-de98-46c6-9ef7-7082bdb7c634,Hegewisch Metra Station,15,41.64850076266409,-87.54608988761902,0,0,0,10,0.0,0.0,0.0,0% to 9%,0% to 9%,0% to 9%
