station_id,is_installed,is_returning,num_docks_available,is_renting,num_ebikes_available,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_scooters_available,num_scooters_unavailable,timestamp,n_classic,n_electric,n_scooters
1575949506683597522,1,1,7,1,2,0,0,2,0.0,0.0,01/22/2023 09:46 PM,0,2,0
1806753644208014100,1,1,2,1,0,0,0,0,,,05/01/2023 03:06 PM,0,0,0
1715823782490135060,1,1,1,1,0,0,0,0,,,01/22/2023 09:47 PM,0,0,0
1677249862483843202,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:47 PM,0,0,0
1683527967940622360,1,1,0,1,1,0,0,1,0.0,0.0,01/22/2023 09:46 PM,0,1,0
1674190454295374616,1,1,1,1,1,0,0,1,0.0,0.0,01/22/2023 09:47 PM,0,1,0
1695777014128478334,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:45 PM,0,0,0
1674190651863870576,1,1,0,1,10,0,0,10,0.0,0.0,01/22/2023 09:47 PM,0,10,0
1674190677633674406,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:44 PM,0,0,0
1674190484360145738,1,1,0,1,3,0,1,3,0.0,0.0,01/22/2023 09:47 PM,0,3,0
1677249888253647030,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1677249853893908598,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1448642188027369090,1,1,2,1,1,0,0,1,0.0,0.0,01/22/2023 09:44 PM,0,1,0
1695776946416509604,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:45 PM,0,0,0
1674190183712434504,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:47 PM,0,0,0
1674190656158837882,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:45 PM,0,0,0
1575949528657471478,1,1,5,1,3,0,0,3,0.0,0.0,01/22/2023 09:45 PM,0,3,0
1806753647178082938,1,1,1,1,1,0,0,1,0.0,0.0,05/01/2023 03:06 PM,0,1,0
1715846718385914740,1,1,0,1,2,0,0,2,0.0,0.0,01/22/2023 09:46 PM,0,2,0
1806753661387883388,1,1,2,1,0,0,0,0,,,05/09/2023 11:49 AM,0,0,0
1674190282496682480,1,1,2,1,0,0,1,0,,,01/22/2023 09:44 PM,0,0,0
1674190647568903272,1,1,3,1,0,0,0,0,,,01/22/2023 09:45 PM,0,0,0
1695776991300383222,1,1,1,1,2,0,0,2,0.0,0.0,01/22/2023 09:45 PM,0,2,0
1673852330577033842,1,1,1,1,0,0,1,0,0.0,0.0,01/22/2023 09:45 PM,0,0,0
1827474409018810994,1,1,1,1,1,0,1,1,0.0,0.0,06/26/2023 11:14 AM,0,1,0
1683527965884893196,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:47 PM,0,0,0
1806749727197839806,1,1,2,1,0,0,0,0,,,05/15/2023 04:44 PM,0,0,0
1827474409018810988,1,1,0,1,0,0,1,0,,,06/26/2023 11:14 AM,0,0,0
1674190596029295628,1,1,1,1,1,0,0,1,0.0,0.0,01/22/2023 09:44 PM,0,1,0
1674190316856420916,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:44 PM,0,0,0
1674190303971519002,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1674190608914197534,1,1,1,1,0,0,0,0,,,01/22/2023 09:46 PM,0,0,0
1674190437115505406,1,1,0,1,2,0,0,2,0.0,0.0,01/22/2023 09:44 PM,0,2,0
1674190226662107534,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:44 PM,0,0,0
1677249866778810502,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:44 PM,0,0,0
1695776976641823202,1,1,0,1,1,0,0,1,0.0,0.0,01/22/2023 09:45 PM,0,1,0
1695780078787721704,1,1,0,1,1,0,0,1,0.0,0.0,01/22/2023 09:47 PM,0,1,0
1695776961235612130,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1806753665682850694,1,1,2,1,0,2,0,0,,,05/12/2023 09:45 AM,0,0,0
1806749752967643698,1,1,4,1,0,0,0,0,,,05/15/2023 02:29 PM,0,0,0
1674190200892303714,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1674190475770211132,1,1,1,1,0,0,0,0,,,01/22/2023 09:46 PM,0,0,0
1674190505834982258,1,1,2,1,0,0,0,0,2.0,0.0,01/22/2023 09:45 PM,0,0,0
1674190218072172924,1,1,1,1,0,0,0,0,,,01/22/2023 09:44 PM,0,0,0
1715823796884267966,1,1,1,1,0,0,0,0,,,01/22/2023 09:46 PM,0,0,0
1561012878716023344,1,1,7,1,1,0,0,1,0.0,0.0,01/22/2023 09:44 PM,0,1,0
1674190527309818772,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:45 PM,0,0,0
1674190574554459116,1,1,0,1,0,0,1,0,0.0,,01/22/2023 09:44 PM,0,0,0
1674190424230603496,1,1,1,1,0,0,0,0,,,01/22/2023 09:45 PM,0,0,0
1715846688321143646,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:47 PM,0,0,0
1594046379513303720,1,1,6,1,0,0,0,0,0.0,,01/22/2023 09:46 PM,0,0,0
1806753657092916056,1,1,2,1,0,0,0,0,,,05/01/2023 03:06 PM,0,0,0
1674190226662107538,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:45 PM,0,0,0
1806753661387883392,1,1,2,1,0,0,0,0,0.0,,05/01/2023 03:06 PM,0,0,0
1674190308266486308,1,1,1,1,0,0,0,0,0.0,,01/22/2023 09:46 PM,0,0,0
1806753644208014096,1,1,2,1,0,0,0,0,,,05/01/2023 03:06 PM,0,0,0
1674190501540014960,1,1,2,1,0,0,0,0,0.0,,01/22/2023 09:46 PM,0,0,0
