Capacity,Station Type,Lon,Lat,Short Name,Name
39,classic,-87.625813,41.860384,SL-012,Wabash Ave & 16th St
15,classic,-87.677856,41.931931,13271,Damen Ave & Clybourn Ave
27,classic,-87.627844,41.877181,TA1305000035,State St & Van Buren St
15,classic,-87.751191,41.924034,21356,Lavergne Ave & Fullerton Ave
15,classic,-87.63253,41.882664,13006,LaSalle St & Washington St
15,classic,-87.56568757,41.76640946,KA1503000002,South Shore Dr & 71st St
31,classic,-87.63582453,41.92393131,LP-,Lincoln Park Conservatory
11,classic,-87.700825,41.965875,KA1504000127,Manor Ave & Leland Ave
11,classic,-87.70612788,41.8954653,KA1504000114,Kedzie Ave & Chicago Ave
15,classic,-87.656625,41.861267,13304,Racine Ave & 15th St
11,classic,-87.53481388,41.71274876,20223,Ewing Ave & Burnham Greenway
15,classic,-87.64753866,41.93649682,TA1307000136,Clark St & Wellington Ave
15,classic,-87.699595,42.023463,662,Dodge Ave & Mulford St
22,classic,-87.6526621,41.93625348,TA1307000052,Sheffield Ave & Wellington Ave
11,classic,-87.716866,41.885502,518,Conservatory Dr & Lake St
23,classic,-87.66028453,41.99477969,15571,Broadway & Granville Ave
15,classic,-87.73569,41.96108,KA1706005015,Kildare Ave & Montrose Ave
11,classic,-87.69513981,41.84910969,15689,California Ave & 23rd Pl
11,classic,-87.565211,41.75182,579,Phillips Ave & 79th St
15,classic,-87.655618,41.907221,18069,Cherry Ave & Blackhawk St
15,classic,-87.63214052,41.85008369,TA1308000026,Wentworth Ave & 24th St
11,classic,-87.57645011,41.76663824,KA1503000018,Jeffery Blvd & 71st St
11,classic,-87.716755,41.914166,18017,Central Park Ave & Bloomingdale Ave
15,classic,-87.70888656,41.98222976,KA1504000167,Kedzie Ave & Bryn Mawr Ave
15,classic,-87.71288574,41.69131919,20203,Lawndale Ave & 111th St
31,classic,-87.64117,41.88338,WL-012,Clinton St & Washington Blvd
19,classic,-87.656853,41.884069,13155,Racine Ave & Randolph St
15,classic,-87.649993,41.952833,13323,Broadway & Sheridan Rd
15,classic,-87.739983,41.967943,23106,Kenneth Ave & Lawrence Ave
27,classic,-87.64119029,41.88275197,TA1305000032,Clinton St & Madison St
15,classic,-87.629155,41.876268,624,Dearborn St & Van Buren St
15,classic,-87.6554864,41.8694821,13160,May St & Taylor St
31,classic,-87.64098108,41.87831661,638,Clinton St & Jackson Blvd
11,classic,-87.688829,42.001785,RP-001,Warren Park West
15,classic,-87.658865,41.939743,TA1308000019,Racine Ave & Belmont Ave
15,classic,-87.66773343,41.7121641,20107,Walden Pkwy & 100th St
15,classic,-87.55109757,41.7133174,20225,Commercial Ave & 100th St
19,classic,-87.60144977,41.79430062,KA1504000076,Ellis Ave & 55th St
23,classic,-87.64169723,41.89380806,13265,Kingsbury St & Erie St
23,classic,-87.624144,41.878005,TA1309000002,Michigan Ave & Jackson Blvd
19,classic,-87.655519,41.880419,13156,Aberdeen St & Monroe St
15,classic,-87.61941246,41.81665889,KA1503000027,Prairie Ave & 43rd St
15,classic,-87.637536,41.898203,620,Orleans St & Chestnut St (NEXT Apts)
15,classic,-87.717582,41.947326,KA1504000142,Drake Ave & Addison St
35,classic,-87.631929,41.878166,TA1309000004,LaSalle St & Jackson Blvd
23,classic,-87.640795,41.875885,13037,Clinton St & Tilden St
15,classic,-87.67569959,41.85496652,13089,Damen Ave & Cullerton St
19,classic,-87.658416,41.925566,TA1306000026,Racine Ave & Fullerton Ave
7,classic,-87.756895,41.894745,642,Latrobe Ave & Chicago Ave
19,classic,-87.68469707,41.86650148,KA1504000101,Ogden Ave & Roosevelt Rd
7,classic,-87.60641,41.75849,570,Evans Ave & 75th St
15,classic,-87.6724024,42.00445063,RP-008,Clark St & Columbia Ave
15,classic,-87.677821,42.050491,E008,Chicago Ave & Sheridan Rd
15,classic,-87.71688929,41.93533728,15644,Central Park Ave & Elbridge Ave
11,classic,-87.643278,41.819102,KA1503000032,Union Ave & Root St
15,classic,-87.65475959,41.97328682,13059,Sheridan Rd & Argyle St
16,classic,-87.6318723,41.85321442,chargingstx07,Wentworth Ave & Cermak Rd*
19,classic,-87.638973,41.925858,TA1309000019,Lakeview Ave & Fullerton Pkwy
11,classic,-87.61805358,41.80229465,15470,Calumet Ave & 51st St
19,classic,-87.648755,41.913865,TA1307000166,Halsted St & Willow St
15,classic,-87.61847198,41.70717027,20112,Indiana Ave & 103rd St
15,classic,-87.65218332,41.91829556,chargingstx1,Bissell St & Armitage Ave*
15,classic,-87.60766268,41.70725037,20113,Dauphin Ave & 103rd St
11,classic,-87.664199,41.957081,TA1308000047,Southport Ave & Clark St
27,classic,-87.608218,41.838556,TA1307000048,Fort Dearborn Dr & 31st St
15,classic,-87.59703577,41.71870315,20238,Greenwood Ave & 97th St
15,classic,-87.670708,41.68459507,20206,Homewood Ave & 115th St
15,classic,-87.627542,41.856594,SL-013,State St & 19th St
15,classic,-87.67753,41.979762,KA1504000147,Winchester (Ravenswood) Ave & Balmoral Ave
7,classic,-87.657195,41.799659,556,Throop St & 52nd St
19,classic,-87.631501,41.907993,TA1309000024,Clark St & Schiller St
15,classic,-87.62857854,41.8966172,21544,State St & Chicago Ave
11,classic,-87.613533,41.836208,13215,Rhodes Ave & 32nd St
38,classic,-87.626804,41.911722,LF-005,DuSable Lake Shore Dr & North Blvd
55,classic,-87.617867,41.865312,13029,Field Museum
20,classic,-87.60883212,41.83867633,chargingstx06,Fort Dearborn Dr & 31st St*
15,classic,-87.71022096,41.91710803,15650,Spaulding Ave & Armitage Ave
11,classic,-87.60095811,41.79933626,KA1503000052,Ellis Ave & 53rd St
15,classic,-87.53043115,41.69177385,20219,Burnham Greenway & 112th St
23,classic,-87.67688513,41.89239445,TA1308000006,Damen Ave & Grand Ave
39,classic,-87.63532114,41.87770796,TA1305000025,Franklin St & Jackson Blvd
11,classic,-87.70096064,41.69239475,20204,Kedzie Ave & 110th St
15,classic,-87.721907,41.740407,23115,Pulaski Rd & 84th St
15,classic,-87.69345045,41.86193049,KA1504000109,Washtenaw Ave & Ogden Ave
15,classic,-87.656936,41.918216,TA1307000163,Clifton Ave & Armitage Ave
15,classic,-87.59023368,41.70958114,20111,Olive Harvey College
19,classic,-87.65228122,41.98404412,15576,Lakefront Trail & Bryn Mawr Ave
15,classic,-87.61678,41.8246,13420,MLK Jr Dr & Pershing Rd
19,classic,-87.672552,41.907655,13221,Wood St & Milwaukee Ave
15,classic,-87.637715,41.902924,TA1306000006,Orleans St & Elm St
15,classic,-87.66374767,41.93947775,13229,Southport Ave & Belmont Ave
32,classic,-87.652705,41.932418,chargingstx2,Wilton Ave & Diversey Pkwy*
15,classic,-87.61000156,41.69170976,20131,Cottage Grove Ave & 111th Pl
15,classic,-87.693331,41.771611,21390,California Ave & Marquette Rd
19,classic,-87.666036,41.961588,KA1503000022,Clark St & Montrose Ave
11,classic,-87.72609159,41.87441021,535,Pulaski Rd & Congress Pkwy
15,classic,-87.679028,41.967094,TA1307000158,Damen Ave & Leland Ave
19,classic,-87.648384,41.891578,13033,Milwaukee Ave & Grand Ave
19,classic,-87.63351649,41.87273154,SL-011,Wells St & Polk St
11,classic,-87.764902,41.894958,16920,Central Ave & Chicago Ave
15,classic,-87.6596573,41.88671077,13197,Elizabeth St & Fulton St
15,classic,-87.64895,41.94367,TA1309000025,Halsted St & Roscoe St
15,classic,-87.670073,41.999897,KA1504000156,Clark St & Schreiber Ave
15,classic,-87.632504,41.830777,KA1503000005,Wentworth Ave & 35th St
39,classic,-87.63128,41.902973,TA1307000039,Clark St & Elm St
11,classic,-87.595982,41.75132,576,Greenwood Ave & 79th St
15,classic,-87.6205802,41.89184737,TA1305000003,Fairbanks Ct & Grand Ave
19,classic,-87.669807,41.936083,13269,Ashland Ave & Wellington Ave
19,classic,-87.65406127,41.89636246,TA1305000020,Ogden Ave & Chicago Ave
15,classic,-87.735952,41.927957,23321,Kostner Ave & Wrightwood Ave
11,classic,-87.6216,41.82168,13083,Indiana Ave & 40th St
15,classic,-87.5485146,41.7373356,20229,Baltimore Ave & 87th St
19,classic,-87.601334,41.788746,TA1309000011,Ellis Ave & 58th St
19,classic,-87.61751655,41.88634906,15534,Field Blvd & South Water St
35,classic,-87.63058454,41.87593267,TA1305000009,Clark St & Ida B Wells Dr
15,classic,-87.645368,41.84358,TA1307000153,Emerald Ave & 28th St
11,classic,-87.626488,41.852619,TA1305000001,Wabash Ave & Cermak Rd
11,classic,-87.740569,41.953733,590,Kilbourn Ave & Irving Park Rd
15,classic,-87.70805198,41.96668636,KA1504000126,Kedzie Ave & Leland Ave
11,classic,-87.68943828,41.99416137,KA1504000129,Western Ave & Granville Ave
27,classic,-87.648128,41.909668,331,Halsted St & Clybourn Ave
23,classic,-87.67769193,41.90939601,TA1305000041,Damen Ave & Pierce Ave
15,classic,-87.638742,41.93132,13276,Stockton Dr & Wrightwood Ave
11,classic,-87.633124,41.794982,KA1503000013,Princeton Ave & Garfield Blvd
31,classic,-87.636282,41.918306,13146,Clark St & Armitage Ave
23,classic,-87.67373085,41.86926522,13285,Wood St & Taylor St (Temp)
19,classic,-87.648089,41.886871,23003,Halsted St & Fulton St
15,classic,-87.624426,41.876243,TA1305000010,Michigan Ave & Ida B Wells Dr
11,classic,-87.64461358,41.76906172,15597,Halsted St & 69th St
14,classic,-87.57382393,41.68587706,20232,Big Marsh Park
23,classic,-87.648625,41.867324,TA1305000017,Halsted St & Roosevelt Rd
11,classic,-87.60495971,41.76571904,KA1503000003,Cottage Grove Ave & 71st St
7,classic,-87.715922,41.84453112,KA1504000110,Millard Ave & 26th St
11,classic,-87.604836,41.743441,585,Cottage Grove Ave & 83rd St
11,classic,-87.633879,41.856802,SL-006,Wells St & 19th St
15,classic,-87.61915374,41.85418425,15546,Calumet Ave & 21st St
11,classic,-87.625923,41.796642,646,State St & 54th St
11,classic,-87.656526,41.80839,553,Elizabeth St & 47th St
12,classic,-87.67564,41.8492,PI00001,Damen Ave/Coulter St
23,classic,-87.687275,41.902893,13241,Western Ave & Division St
19,classic,-87.62979104,41.87935636,TA1305000005,Dearborn St & Adams St
11,classic,-87.679618,41.943403,13144,Seeley Ave & Roscoe St
23,classic,-87.634324,41.903222,KA1504000135,Wells St & Elm St
19,classic,-87.64776,41.93314,TA1309000036,Burling St & Diversey Pkwy
27,classic,-87.639767,41.882409,13341,Canal St & Madison St
15,classic,-87.67646007,41.92409085,KA1504000140,Winchester Ave & Elston Ave
19,classic,-87.639192,41.940775,TA1309000049,DuSable Lake Shore Dr & Belmont Ave
15,classic,-87.669154,41.983593,KA1504000151,Clark St & Bryn Mawr Ave
11,classic,-87.68066615,42.00454962,RP-002,Warren Park East
31,classic,-87.66913489,41.87306109,KA1504000104,Paulina St & Flournoy St
15,classic,-87.53793122,41.68100146,20218,Avenue O & 118th St
15,classic,-87.626217,41.906866,KA1504000134,Ritchie Ct & Banks St
15,classic,-87.64489979,41.73784848,20101,Summit Ave & 86th St
15,classic,-87.6511,41.883165,13409,Sangamon St & Washington Blvd
15,classic,-87.66241209,42.01058656,KA1504000159,Sheridan Rd & Greenleaf Ave
23,classic,-87.664169,41.912919,TA1309000032,Elston Ave & Wabansia Ave
11,classic,-87.685854,41.907781,13245,Claremont Ave & Hirsch St
19,classic,-87.653449,41.894556,13196,Carpenter St & Huron St
15,classic,-87.650001,41.967968,TA1307000119,Clarendon Ave & Leland Ave
31,classic,-87.63309404,41.87502363,SL-010,Financial Pl & Ida B Wells Dr
11,classic,-87.61448354,41.78407107,KA1503000033,Eberhart Ave & 61st St
11,classic,-87.6452139,41.80183164,KA1503000010,Halsted St & 51st St
19,classic,-87.61728913,41.89259212,TA1306000029,McClurg Ct & Ohio St
15,classic,-87.64528871,41.6849316,20207,Major Taylor Trail & 115th St
11,classic,-87.71547,41.875679,16907,Central Park Blvd & 5th Ave
27,classic,-87.684158,41.929465,TA1308000031,Logan Blvd & Elston Ave
15,classic,-87.686554,42.057044,661,Evanston Civic Center
15,classic,-87.648043,41.954383,TA1308000022,Pine Grove Ave & Irving Park Rd
15,classic,-87.658751,41.891795,13194,Ogden Ave & Race Ave
11,classic,-87.58688287,41.75866967,KA1503000019,Stony Island Ave & 75th St
11,classic,-87.682325,41.910282,TA1308000005,Leavitt St & North Ave
11,classic,-87.719547,41.968204,23108,Monticello Ave & Lawrence Ave
27,classic,-87.654529,41.949399,TA1307000126,Sheffield Ave & Waveland Ave
15,classic,-87.647071,41.864883,TA1309000001,Halsted St & Maxwell St
15,classic,-87.675278,41.948797,13253,Lincoln Ave & Waveland Ave
15,classic,-87.63198522,41.87934437,KA1503000034,LaSalle St & Adams St
15,classic,-87.61103153,41.72928516,20110,Eberhart Ave & 91st St
15,classic,-87.702279,41.742523,23117,Kedzie Ave & 83rd St
31,classic,-87.626761,41.891466,TA1307000117,Wabash Ave & Grand Ave
15,classic,-87.639573,41.874255,13326,Canal St & Harrison St
15,classic,-87.5507623,41.65915043,20213,Commercial Ave & 130th St
15,classic,-87.6785,41.9406,13143,Damen Ave & Melrose Ave
11,classic,-87.688243,42.012342,RP-004,Oakley Ave & Touhy Ave
7,classic,-87.6546979,41.78969688,647,Racine Ave & 57th St
11,classic,-87.56459177,41.7178783,20227,Bradley Park
15,classic,-87.61941075,41.85761755,13102,Calumet Ave & 18th St
15,classic,-87.6542902,41.72679896,20119,Elizabeth St & 92nd St
23,classic,-87.62783423,41.88462107,TA1305000029,State St & Randolph St
11,classic,-87.763238,41.880121,16916,Central Ave & Madison St
23,classic,-87.626185,41.890173,KA1503000044,Rush St & Hubbard St
15,classic,-87.6974228,41.91849115,13259,California Ave & Francis Pl
15,classic,-87.591875,41.809443,TA1308000035,Lake Park Ave & 47th St
15,classic,-87.66027383,41.98404461,15578,Broadway & Ridge Ave
19,classic,-87.587782,41.793242,TA1309000063,Lake Park Ave & 56th St
15,classic,-87.684107,42.025784,598,Elmwood Ave & Austin St
15,classic,-87.66552,41.735629,23122,Paulina Ave & 87th St
15,classic,-87.652855,41.913688,TA1306000032,Sheffield Ave & Willow St
15,classic,-87.640826,41.85795,TA1307000044,Clinton St & 18th St
11,classic,-87.621857,41.838842,TA1308000036,Indiana Ave & 31st St
15,classic,-87.690048,42.018901,527,Western Ave & Howard St
15,classic,-87.599383,41.809835,TA1308000002,Greenwood Ave & 47th St
11,classic,-87.676597,41.823192,546,Damen Ave & Pershing Rd
15,classic,-87.68611281,41.87978771,15667,Western Ave & Monroe St
23,classic,-87.65464,41.96167,TA1307000107,Sheridan Rd & Montrose Ave
27,classic,-87.634362,41.894722,TA1306000012,Wells St & Huron St
7,classic,-87.63121,41.75797,16953,Vincennes Ave & 75th St
15,classic,-87.604553,41.785861,22005,Drexel Ave & 60th St
11,classic,-87.665577,41.823465,16932,Ashland Ave & Pershing Rd
15,classic,-87.69873,42.063598,E006,Central St Metra
15,classic,-87.65686811,41.70492556,20124,Vincennes Ave & 104th St
31,classic,-87.622072,41.890573,13427,Cityfront Plaza Dr & Pioneer Ct
23,classic,-87.64335349,41.90348607,KA1504000079,Larrabee St & Division St
15,classic,-87.653106,41.910522,13154,Sheffield Ave & Kingsbury St
15,classic,-87.668507,41.92883,13296,Ashland Ave & Wrightwood Ave
19,classic,-87.66785547,41.97334764,TA1309000035,Clark St & Winnemac Ave
11,classic,-87.62819593,41.76929309,KA1503000047,Perry Ave & 69th St
15,classic,-87.66550239,42.00797192,KA1504000175,Glenwood Ave & Morse Ave
19,classic,-87.63483,41.906724,TA1308000049,Wells St & Evergreen Ave
11,classic,-87.636618,41.890028,636,Orleans St & Hubbard St
15,classic,-87.684781,41.963004,TA1307000156,Lincoln Ave & Sunnyside Ave
18,classic,-87.645451,41.940106,13277,Broadway & Belmont Ave
11,classic,-87.745359,41.960631,592,Knox Ave & Montrose Ave
11,classic,-87.68452,42.019276,514,Ridge Blvd & Howard St
11,classic,-87.691392,41.917741,13266,Stave St & Armitage Ave
15,classic,-87.635406,41.838464,KA1503000038,Shields Ave & 31st St
23,classic,-87.63566762,41.89674697,13017,Franklin St & Chicago Ave
11,classic,-87.77427346,41.88794379,16906,Austin Blvd & Lake St
27,classic,-87.61883465,41.85137517,TA1305000004,McCormick Place
15,classic,-87.64125533,41.83070705,TA1308000045,Wallace St & 35th St
15,classic,-87.68016145,41.95600355,TA1309000026,Lincoln Ave & Belle Plaine Ave
15,classic,-87.70528049,41.9097693,15653,Troy St & North Ave
11,classic,-87.723574,41.939408,15640,Avers Ave & Belmont Ave
15,classic,-87.656959,41.865054,13165,Racine Ave & 13th St
11,classic,-87.73541,41.885928,536,Kostner Ave & Lake St
11,classic,-87.61793,41.8349,13217,Calumet Ave & 33rd St
15,classic,-87.634088,41.743717,20120,Stewart Ave & 83rd St
19,classic,-87.654966,41.958494,TA1309000027,Sheridan Rd & Buena Ave
19,classic,-87.629912,41.898969,TA1307000128,Dearborn Pkwy & Delaware Pl
15,classic,-87.57274032,41.73715146,20230,Clyde Ave & 87th St
15,classic,-87.699302,41.994028,23104,California Ave & Granville Ave
19,classic,-87.732002,41.953393,15624,Avondale Ave & Irving Park Rd
11,classic,-87.701655,41.844507,15691,Albany Ave & 26th St
11,classic,-87.7289701,41.96110802,KA1504000164,Keystone Ave & Montrose Ave
11,classic,-87.61379,41.75094,574,Vernon Ave & 79th St
15,classic,-87.70316,41.76523,23139,Kedzie Ave & Redfield Dr
15,classic,-87.70857,41.990267,21462,Lincoln Ave & Peterson Ave
15,classic,-87.71449506,41.9248156,KA1504000090,St. Louis Ave & Fullerton Ave
15,classic,-87.54970014,41.72820422,20242,Houston Ave & 92nd St
15,classic,-87.625813,41.834734,13216,State St & 33rd St
19,classic,-87.634656,41.912133,TA1308000050,Wells St & Concord Ln
19,classic,-87.64298547,41.90021949,KA1504000116,Larrabee St & Oak St
15,classic,-87.685838,41.854109,13091,Western Ave & 21st St
23,classic,-87.644336,41.931248,TA1307000142,Clark St & Drummond Pl
11,classic,-87.67029831,41.83010465,KA1503000066,Wood St & 35th St
15,classic,-87.64108796,41.86711778,WL-008,Clinton St & Roosevelt Rd
15,classic,-87.681391,41.912616,13243,Milwaukee Ave & Wabansia Ave
11,classic,-87.683144,41.826712,18022,Archer (Damen) Ave & 37th St
11,classic,-87.605026,41.753174,575,Cottage Grove Ave & 78th St
11,classic,-87.654372,41.783189,562,Racine Ave & 61st St
15,classic,-87.699413,42.039742,599,Valli Produce - Evanston Plaza
11,classic,-87.677725,42.016977,519,Wolcott Ave & Fargo Ave
19,classic,-87.649807,41.874754,13028,900 W Harrison St
11,classic,-87.55927465,41.76218896,KA1503000020,South Shore Dr & 74th St
19,classic,-87.66402,41.943739,13071,Southport Ave & Roscoe St
23,classic,-87.64645278,41.94947274,TA1307000150,Pine Grove Ave & Waveland Ave
11,classic,-87.57583936,41.75712007,KA1503000028,Jeffery Blvd & 76th St
23,classic,-87.6346,41.915689,13179,Clark St & Lincoln Ave
11,classic,-87.704263,41.749119,23128,Columbus Ave & 79th St
15,classic,-87.6687,41.950687,13319,Ashland Ave & Grace St
19,classic,-87.70180896,41.91751339,15651,Humboldt Blvd & Armitage Ave
11,classic,-87.634774,41.779835,649,Stewart Ave & 63rd St
23,classic,-87.646439,41.945529,13278,Broadway & Cornelia Ave
15,classic,-87.64638036,41.92416103,TA1309000058,Lincoln Ave & Fullerton Ave
19,classic,-87.684001,41.968885,TA1309000015,Leavitt St & Lawrence Ave
39,classic,-87.623041,41.867888,SL-005,Indiana Ave & Roosevelt Rd
15,classic,-87.62921691,41.705308,20130,Wentworth Ave & 104th St
15,classic,-87.715297,42.064854,E014,Lincolnwood Dr & Central St
11,classic,-87.68513144,41.84151771,KA1504000168,Western Ave & 28th St
11,classic,-87.687288,41.943034,15634,Western Ave & Roscoe St
19,classic,-87.6926592,41.92019556,13242,Milwaukee Ave & Rockwell St
15,classic,-87.64094913,41.87146652,15542,Clinton St & Polk St
15,classic,-87.69250256,41.9749113,KA1504000078,Lincoln Ave & Winona St
19,classic,-87.60107276,41.78509715,KA1503000014,Ellis Ave & 60th St
19,classic,-87.69800776,41.93842879,15642,California Ave & Fletcher St
15,classic,-87.643118,41.929546,TA1305000014,Clark St & Wrightwood Ave
19,classic,-87.623727,41.864059,TA1307000124,Michigan Ave & 14th St
11,classic,-87.6148,41.743116,586,MLK Jr Dr & 83rd St
35,classic,-87.63639,41.888243,TA1305000022,Orleans St & Merchandise Mart Plaza
11,classic,-87.63344929,41.80931771,KA1503000009,Princeton Ave & 47th St
35,classic,-87.707857,41.929567,13085,Kedzie Ave & Milwaukee Ave
15,classic,-87.671387,41.961507,TA1309000021,Paulina St & Montrose Ave
15,classic,-87.65547574,41.68756162,20129,Ada St & 113th St
11,classic,-87.69496858,41.84367991,15692,California Ave & 26th St
27,classic,-87.63953,41.88169,13056,Canal St & Monroe St
11,classic,-87.58533974,41.7734585,KA1503000023,Stony Island Ave & 67th St
11,classic,-87.620104,41.895748,18003,Fairbanks St & Superior St
11,classic,-87.599034,41.744123,584,Ellis Ave & 83rd St
15,classic,-87.684417,41.764345,23141,Artesian Ave & 71st St
43,classic,-87.623981,41.872773,623,Michigan Ave & 8th St
15,classic,-87.651062,41.862378,TA1306000002,Morgan Ave & 14th Pl
15,classic,-87.684637,41.77203,23142,Artesian Ave & Marquette Rd
19,classic,-87.63089,41.89675,13303,Clark St & Chicago Ave
31,classic,-87.630834,41.926277,TA1308000001,Theater on the Lake
15,classic,-87.58280128,41.73681521,20231,East End Ave & 87th St
31,classic,-87.631697,41.890762,13430,LaSalle St & Illinois St
11,classic,-87.694521,41.866624,KA1504000102,Fairfield Ave & Roosevelt Rd
23,classic,-87.65478743,41.87772613,13157,Aberdeen St & Jackson Blvd
19,classic,-87.697474,41.903029,13256,California Ave & Division St
19,classic,-87.67411172,42.00901118,KA1504000162,Clark St & Lunt Ave
11,classic,-87.70487075,41.87359967,KA1504000082,Kedzie Ave & Harrison St
15,classic,-87.606755,41.809855,TA1309000053,Cottage Grove Ave & 47th St
11,classic,-87.709261,41.975672,KA1504000128,Kedzie Ave & Foster Ave
11,classic,-87.70921957,41.90270659,15654,Spaulding Ave & Division St
15,classic,-87.657659,41.968812,TA1308000021,Winthrop Ave & Lawrence Ave
15,classic,-87.67842,41.93588,13268,Damen Ave & Wellington Ave
15,classic,-87.683359,41.946655,KA1504000143,Leavitt St & Addison St
27,classic,-87.667747,41.90345,13061,Ashland Ave & Division St
15,classic,-87.63550401,41.87943409,TA1309000008,Franklin St & Adams St (Temp)
11,classic,-87.606582,41.816499,TA1308000023,Cottage Grove Ave & 43rd St
15,classic,-87.6677,41.899643,13248,Ashland Ave & Augusta Blvd
19,classic,-87.594747,41.799568,TA1309000037,Kimbark Ave & 53rd St
11,classic,-87.63481935,41.81620768,KA1503000001,Shields Ave & 43rd St
11,classic,-87.654127,41.855136,13331,May St & Cullerton St
15,classic,-87.691177,41.961524,15623,Campbell Ave & Montrose Ave
23,classic,-87.641823,41.885637,13021,Clinton St & Lake St
15,classic,-87.69582286,41.85379579,13096,California Ave & 21st St
9,lightweight,-87.7176965,41.8591606,nan,Lawndale Ave & 16th St
6,lightweight,-87.7174329,41.8952089,nan,Monticello Ave & Chicago Ave
9,lightweight,-87.706489,41.950244,nan,Troy St & Grace St
9,lightweight,-87.728841,41.7749163,nan,Tripp Ave & 65th St
9,lightweight,-87.698653,41.895745,nan,Francisco Ave & Chicago Ave
12,lightweight,-87.7041145,41.8047515,nan,Kedzie Ave & 48th Pl
8,lightweight,-87.653449,41.917805,nan,W Armitage Ave & N Sheffield Ave
9,lightweight,-87.8072964,41.9416062,nan,Roscoe & Harlem
9,lightweight,-87.760999,41.909212,nan,Long Ave & North Ave
9,lightweight,-87.6319447,41.8579886,nan,Ping Tom Park (East)
9,lightweight,-87.6874351,41.7863375,nan,Maplewood Ave & 59th St
9,lightweight,-87.7020207,41.8392528,nan,La Villita Park (Albany/30th)
6,lightweight,-87.678519,41.895809,nan,N Damen Ave & W Chicago Ave
6,lightweight,-87.6885894,41.7787905,nan,Rockwell St & 63rd St
9,lightweight,-87.707262,41.933886,nan,Kedzie Ave & George St
10,lightweight,-87.59399,41.707338,nan,Woodlawn & 103rd
6,lightweight,-87.61367386,41.69263896,nan,Martin Luther King Dr & 111th St
9,lightweight,-87.694129,41.840222,nan,California Ave & 29th St
12,lightweight,-87.7178221,41.779953,nan,Hamlin Ave & 62nd Pl
8,lightweight,-87.6423847,41.9325593,nan,Hampden Ct & Diversey Ave
9,lightweight,-87.730502,41.836966,nan,Tripp Ave & 31st St
9,lightweight,-87.7335726,41.8954359,nan,Kildare Ave & Chicago Ave
9,lightweight,-87.7300171,41.866402,nan,Keeler Ave & Roosevelt Rd
9,lightweight,-87.702988,41.94609,nan,Sacramento Blvd & Addison St
8,lightweight,-87.648484,41.885579,nan,N Green St & W Lake St
9,lightweight,-87.690782,41.953634,nan,Campbell Ave & Irving Park Rd
3,lightweight,-87.649345,41.701217,nan,S Aberdeen St & W 106th St
9,lightweight,-87.7717805,41.8658158,nan,Mayfield & Roosevelt Rd
9,lightweight,-87.703446,41.7990641,nan,Kedzie Ave & 52nd St
9,lightweight,-87.68955,41.969659,nan,Western Ave & Gunnison St
9,lightweight,-87.693013,41.979461,nan,Lincoln Ave & Balmoral Ave
9,lightweight,-87.7109257,41.868114,nan,Homan Ave & Fillmore St
9,lightweight,-87.7788824,41.9459174,nan,Meade Ave & Addison St
6,lightweight,-87.6531893,41.885586,nan,N Carpenter St & W Lake St
9,lightweight,-87.82423,41.9448846,nan,Orange & Addison
6,lightweight,-87.617054,41.653564,nan,Indiana Ave & 133rd St
9,lightweight,-87.6898796,41.9867636,nan,Western Ave & Ardmore Ave
6,lightweight,-87.703034,41.988281,nan,Richmond St & Lincoln Ave
6,lightweight,-87.7308406,41.807526,nan,Kildare Ave & 47th St
9,lightweight,-87.69396,41.881286,nan,Washtenaw Ave & Madison St
6,lightweight,-87.6889201,41.7903484,nan,Rockwell St & 57th St
9,lightweight,-87.721563,41.904035,nan,Hamlin Ave & Grand Ave
9,lightweight,-87.760954,41.9227049,nan,Long Ave & Belden Ave
9,lightweight,-87.733598,41.902393,nan,Kildare Ave & Division St
9,lightweight,-87.724541,41.853452,nan,Pulaski Rd & 21st St
9,lightweight,-87.7784686,41.9309018,nan,Meade Ave & Diversey Ave
9,lightweight,-87.6867556,41.8009585,nan,Campbell Ave & 51st St
9,lightweight,-87.649931,41.883043,nan,W Washington Blvd & N Peoria St
9,lightweight,-87.799326,41.944847,nan,Shabbona Park
9,lightweight,-87.7105616,41.785987,nan,St Louis Ave & 59th St
9,lightweight,-87.70485,41.877505,nan,Troy St & Jackson Blvd
9,lightweight,-87.7246058,41.8162761,nan,Pulaski & Ann Lurie Pl
9,lightweight,-87.703022,41.86314,nan,Albany Ave & Douglas Blvd
9,lightweight,-87.7702037,41.9097167,nan,Menard Ave & North Ave
10,lightweight,-87.717074,41.705846,nan,W 103rd St & S Avers Ave
6,lightweight,-87.7024412,41.8154913,nan,Archer Ave & 43rd St
12,lightweight,-87.7247496,41.800434,nan,Pulaski Rd & 51st St
6,lightweight,-87.685853,41.884606,nan,Western Ave & Lake St
9,lightweight,-87.7212202,41.8080713,nan,Springfield Ave & 47th St
9,lightweight,-87.690823,41.934003,nan,Elston Ave & George St
9,lightweight,-87.7851104,41.9158931,nan,Narragansett & McLean
5,lightweight,-87.6280518,41.6926176,nan,S Wentworth Ave & W 111th St
1,lightweight,-87.6834204,41.780985,nan,Western Ave & 62nd St
9,lightweight,-87.70302,41.85936,nan,Albany Ave & 16th St
9,lightweight,-87.700139,41.846506,nan,Sacramento Ave & 25th St
9,lightweight,-87.6996576,41.8222791,nan,Sacramento Ave & Pershing Rd
