num_bikes_disabled,is_renting,is_installed,num_scooters_unavailable,num_ebikes_available,station_id,num_docks_available,num_bikes_available,is_returning,num_scooters_available,num_docks_disabled,timestamp,n_classic,n_electric,n_scooters
0,1,1,0.0,1,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:10 AM,6,1,0
1,1,1,0.0,0,1872721624592814362,5,9,1,0.0,0,01/11/2024 10:10 AM,9,0,0
1,1,1,0.0,0,a3b21de7-a135-11e9-9cda-0a87ae2ba916,4,6,1,0.0,0,01/11/2024 10:10 AM,6,0,0
2,1,1,0.0,1,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,0,12,1,5.0,0,01/11/2024 10:10 AM,11,1,5
0,1,1,0.0,0,a3b11993-a135-11e9-9cda-0a87ae2ba916,1,10,1,0.0,0,01/11/2024 10:10 AM,10,0,0
0,1,1,0.0,1,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,14,4,1,1.0,0,01/11/2024 10:10 AM,3,1,1
0,1,1,0.0,2,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,3,8,1,0.0,0,01/11/2024 10:10 AM,6,2,0
0,1,1,0.0,3,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,8,7,1,0.0,0,01/11/2024 10:10 AM,4,3,0
1,1,1,0.0,1,a3b25656-a135-11e9-9cda-0a87ae2ba916,9,1,1,0.0,0,01/11/2024 10:10 AM,0,1,0
0,1,1,0.0,2,a3afc347-a135-11e9-9cda-0a87ae2ba916,9,10,1,0.0,0,01/11/2024 10:10 AM,8,2,0
0,1,1,0.0,1,a3a4c618-a135-11e9-9cda-0a87ae2ba916,13,6,1,0.0,0,01/11/2024 10:10 AM,5,1,0
0,1,1,0.0,1,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,0,7,1,0.0,0,01/11/2024 10:10 AM,6,1,0
1,1,1,0.0,0,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,2,16,1,0.0,0,01/11/2024 10:10 AM,16,0,0
0,1,1,0.0,14,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,5,29,1,6.0,0,01/11/2024 10:10 AM,15,14,5
1,1,1,0.0,1,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,7,15,1,0.0,0,01/11/2024 10:10 AM,14,1,0
0,1,1,0.0,3,1869052846885132442,7,8,1,0.0,0,01/11/2024 10:10 AM,5,3,0
0,1,1,0.0,0,a3aca790-a135-11e9-9cda-0a87ae2ba916,20,7,1,0.0,0,01/11/2024 10:10 AM,7,0,0
0,1,1,0.0,1,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,10,5,1,0.0,0,01/11/2024 10:10 AM,4,1,0
1,1,1,0.0,2,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,3,14,1,1.0,0,01/11/2024 10:10 AM,12,2,1
3,1,1,0.0,2,a3afb917-a135-11e9-9cda-0a87ae2ba916,3,9,1,0.0,0,01/11/2024 10:10 AM,7,2,0
0,1,1,0.0,1,a3a771c2-a135-11e9-9cda-0a87ae2ba916,14,1,1,0.0,0,01/11/2024 10:10 AM,0,1,0
1,1,1,0.0,0,a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,4,10,1,0.0,0,01/11/2024 10:10 AM,10,0,0
2,1,1,0.0,1,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,10,6,1,0.0,0,01/11/2024 10:10 AM,5,1,0
0,1,1,0.0,1,1871990322214447924,7,8,1,0.0,0,01/11/2024 10:10 AM,7,1,0
1,1,1,0.0,0,a3b26acf-a135-11e9-9cda-0a87ae2ba916,5,5,1,0.0,0,01/11/2024 10:10 AM,5,0,0
2,1,1,0.0,0,8995498f-1209-4b06-9317-01cd695b3b61,9,0,1,0.0,0,01/11/2024 10:10 AM,0,0,0
1,1,1,0.0,1,a3b00055-a135-11e9-9cda-0a87ae2ba916,6,8,1,0.0,0,01/11/2024 10:10 AM,7,1,0
0,1,1,0.0,2,a3a58ee0-a135-11e9-9cda-0a87ae2ba916,6,9,1,0.0,0,01/11/2024 10:10 AM,7,2,0
0,1,1,0.0,1,a3b218cd-a135-11e9-9cda-0a87ae2ba916,6,5,1,0.0,0,01/11/2024 10:10 AM,4,1,0
1,1,1,0.0,2,a3b42a3e-a135-11e9-9cda-0a87ae2ba916,4,6,1,0.0,0,01/11/2024 10:10 AM,4,2,0
0,1,1,0.0,2,1754781885939323186,2,9,1,0.0,0,01/11/2024 10:10 AM,7,2,0
1,1,1,0.0,0,625e37ea-24ea-4f13-9a54-6322466ec521,8,6,1,0.0,0,01/11/2024 10:09 AM,6,0,0
0,1,1,0.0,0,a3af5804-a135-11e9-9cda-0a87ae2ba916,4,6,1,0.0,0,01/11/2024 10:09 AM,6,0,0
1,1,1,0.0,1,1872721263815561908,13,2,1,0.0,0,01/11/2024 10:10 AM,1,1,0
2,1,1,0.0,0,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,7,6,1,0.0,0,01/11/2024 10:10 AM,6,0,0
4,1,1,0.0,2,a3a4f46b-a135-11e9-9cda-0a87ae2ba916,2,17,1,0.0,0,01/11/2024 10:10 AM,15,2,0
5,1,1,0.0,2,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,24,13,1,1.0,0,01/11/2024 10:10 AM,11,2,1
0,1,1,0.0,0,a3ac2671-a135-11e9-9cda-0a87ae2ba916,12,2,1,0.0,0,01/11/2024 10:10 AM,2,0,0
0,1,1,0.0,0,a3b377cb-a135-11e9-9cda-0a87ae2ba916,4,11,1,0.0,0,01/11/2024 10:10 AM,11,0,0
2,1,1,0.0,6,a3a4d069-a135-11e9-9cda-0a87ae2ba916,26,22,1,5.0,0,01/11/2024 10:10 AM,16,6,5
1,1,1,0.0,2,a3a866a5-a135-11e9-9cda-0a87ae2ba916,4,14,1,0.0,0,01/11/2024 10:10 AM,12,2,0
0,1,1,0.0,2,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,6,9,1,0.0,0,01/11/2024 10:10 AM,7,2,0
3,1,1,0.0,3,a3a41526-a135-11e9-9cda-0a87ae2ba916,7,33,1,0.0,0,01/11/2024 10:10 AM,30,3,0
0,1,1,0.0,3,a3a4ea00-a135-11e9-9cda-0a87ae2ba916,23,13,1,3.0,0,01/11/2024 10:10 AM,10,3,3
0,1,1,0.0,0,a3b49122-a135-11e9-9cda-0a87ae2ba916,7,8,1,0.0,0,01/11/2024 10:10 AM,8,0,0
0,1,1,0.0,3,a3a8711c-a135-11e9-9cda-0a87ae2ba916,8,9,1,2.0,0,01/11/2024 10:10 AM,6,3,2
1,1,1,0.0,3,a3b10f66-a135-11e9-9cda-0a87ae2ba916,6,4,1,0.0,0,01/11/2024 10:10 AM,1,3,0
0,1,1,0.0,4,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0,01/11/2024 10:10 AM,2,4,0
1,1,1,0.0,0,a3a49288-a135-11e9-9cda-0a87ae2ba916,9,13,1,0.0,0,01/11/2024 10:10 AM,13,0,0
1,1,1,0.0,1,6fd280b0-74de-4a89-947d-3be40afa079c,13,1,1,0.0,0,01/11/2024 10:10 AM,0,1,0
1,1,1,0.0,3,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,7,9,1,1.0,0,01/11/2024 10:10 AM,6,3,1
0,1,1,0.0,1,a3aa7373-a135-11e9-9cda-0a87ae2ba916,4,11,1,0.0,0,01/11/2024 10:10 AM,10,1,0
0,1,1,0.0,1,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,11,4,1,0.0,0,01/11/2024 10:10 AM,3,1,0
1,1,1,0.0,2,a3af2216-a135-11e9-9cda-0a87ae2ba916,8,2,1,0.0,0,01/11/2024 10:10 AM,0,2,0
0,1,1,0.0,2,c4040b17-88bd-40ab-9aae-2655d6771580,7,8,1,0.0,0,01/11/2024 10:10 AM,6,2,0
0,1,1,0.0,1,a3a5c440-a135-11e9-9cda-0a87ae2ba916,5,7,1,3.0,0,01/11/2024 10:10 AM,6,1,3
2,1,1,0.0,10,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,0,20,1,5.0,0,01/11/2024 10:10 AM,10,10,5
1,1,1,0.0,3,a3a6054c-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0,01/11/2024 10:10 AM,3,3,0
1,1,1,0.0,3,a3ac7978-a135-11e9-9cda-0a87ae2ba916,6,3,1,1.0,0,01/11/2024 10:10 AM,0,3,1
0,1,1,,0,1870208802121658482,15,0,1,,0,01/11/2024 10:10 AM,0,0,0
3,1,1,0.0,1,a3a5b496-a135-11e9-9cda-0a87ae2ba916,5,7,1,0.0,0,01/11/2024 10:10 AM,6,1,0
0,1,1,0.0,3,a3a9a778-a135-11e9-9cda-0a87ae2ba916,5,5,1,4.0,0,01/11/2024 10:10 AM,2,3,4
0,1,1,0.0,0,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,11,2,1,2.0,0,01/11/2024 10:10 AM,2,0,2
0,1,1,0.0,0,61695579-2f75-4090-a071-c76079b5fb5d,4,3,1,0.0,0,01/11/2024 10:10 AM,3,0,0
0,1,1,0.0,0,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:10 AM,7,0,0
0,1,1,0.0,0,a3a57a52-a135-11e9-9cda-0a87ae2ba916,5,5,1,0.0,1,01/11/2024 10:10 AM,5,0,0
0,1,1,0.0,0,87d2a090-22cd-471b-b622-fef3923999dd,14,1,1,0.0,0,01/11/2024 10:10 AM,1,0,0
0,1,1,0.0,1,a3b0eb93-a135-11e9-9cda-0a87ae2ba916,9,2,1,0.0,0,01/11/2024 10:10 AM,1,1,0
1,1,1,0.0,4,a3a88f84-a135-11e9-9cda-0a87ae2ba916,9,9,1,0.0,0,01/11/2024 10:10 AM,5,4,0
1,1,1,0.0,0,a3acacbc-a135-11e9-9cda-0a87ae2ba916,4,10,1,0.0,0,01/11/2024 10:10 AM,10,0,0
0,1,1,0.0,1,1861588043429399408,8,3,1,0.0,0,01/11/2024 10:10 AM,2,1,0
0,1,1,0.0,1,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,6,9,1,0.0,0,01/11/2024 10:10 AM,8,1,0
2,1,1,0.0,0,a3a89488-a135-11e9-9cda-0a87ae2ba916,11,6,1,0.0,0,01/11/2024 10:10 AM,6,0,0
0,1,1,0.0,0,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,8,7,1,0.0,0,01/11/2024 10:10 AM,7,0,0
1,1,1,0.0,2,1863873159929715228,5,9,1,0.0,0,01/11/2024 10:11 AM,7,2,0
0,1,1,0.0,2,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,9,2,1,0.0,0,01/11/2024 10:11 AM,0,2,0
0,1,1,0.0,1,a3b35885-a135-11e9-9cda-0a87ae2ba916,8,3,1,0.0,0,01/11/2024 10:11 AM,2,1,0
1,1,1,0.0,4,a3aab5c1-a135-11e9-9cda-0a87ae2ba916,10,8,1,0.0,0,01/11/2024 10:11 AM,4,4,0
0,1,1,0.0,4,1863873701095594368,6,9,1,0.0,0,01/11/2024 10:11 AM,5,4,0
2,1,1,0.0,3,a3b2f698-a135-11e9-9cda-0a87ae2ba916,2,11,1,0.0,0,01/11/2024 10:11 AM,8,3,0
0,1,1,0.0,0,a3a62025-a135-11e9-9cda-0a87ae2ba916,13,6,1,0.0,0,01/11/2024 10:11 AM,6,0,0
2,1,1,0.0,0,c1f104db-9ee7-4999-bd4a-ddd766c75e04,5,4,1,0.0,0,01/11/2024 10:11 AM,4,0,0
1,1,1,0.0,0,c3f1be96-07c2-4c65-8a1d-f2203de88495,6,8,1,0.0,0,01/11/2024 10:11 AM,8,0,0
0,1,1,0.0,1,a3b46866-a135-11e9-9cda-0a87ae2ba916,10,1,1,0.0,0,01/11/2024 10:11 AM,0,1,0
0,1,1,0.0,2,a3a5af44-a135-11e9-9cda-0a87ae2ba916,11,4,1,0.0,0,01/11/2024 10:11 AM,2,2,0
4,1,1,0.0,1,a3a378ca-a135-11e9-9cda-0a87ae2ba916,2,17,1,0.0,0,01/11/2024 10:11 AM,16,1,0
3,1,1,0.0,0,a3a6e866-a135-11e9-9cda-0a87ae2ba916,4,16,1,0.0,0,01/11/2024 10:11 AM,16,0,0
1,1,1,0.0,1,a3a39301-a135-11e9-9cda-0a87ae2ba916,5,9,1,0.0,0,01/11/2024 10:11 AM,8,1,0
0,1,1,0.0,8,a3a64639-a135-11e9-9cda-0a87ae2ba916,6,9,1,0.0,0,01/11/2024 10:11 AM,1,8,0
0,1,1,0.0,0,a3b4728f-a135-11e9-9cda-0a87ae2ba916,10,1,1,0.0,0,01/11/2024 10:11 AM,1,0,0
1,1,1,0.0,0,a3b3968b-a135-11e9-9cda-0a87ae2ba916,12,2,1,0.0,0,01/11/2024 10:11 AM,2,0,0
1,1,1,0.0,0,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,1,9,1,0.0,0,01/11/2024 10:11 AM,9,0,0
1,1,1,0.0,5,a3a42574-a135-11e9-9cda-0a87ae2ba916,12,11,1,3.0,0,01/11/2024 10:11 AM,6,5,3
1,1,1,0.0,0,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,16,1,1,0.0,0,01/11/2024 10:11 AM,1,0,0
0,1,1,0.0,0,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,7,8,1,0.0,0,01/11/2024 10:11 AM,8,0,0
0,1,1,0.0,2,a3ac4548-a135-11e9-9cda-0a87ae2ba916,7,8,1,0.0,0,01/11/2024 10:11 AM,6,2,0
0,1,1,0.0,0,a3ac83bc-a135-11e9-9cda-0a87ae2ba916,4,11,1,0.0,0,01/11/2024 10:11 AM,11,0,0
0,1,1,0.0,6,a3a8224f-a135-11e9-9cda-0a87ae2ba916,8,15,1,0.0,0,01/11/2024 10:11 AM,9,6,0
2,1,1,0.0,0,a3b3820c-a135-11e9-9cda-0a87ae2ba916,16,1,1,0.0,0,01/11/2024 10:11 AM,1,0,0
2,1,1,0.0,0,a065d29d-a081-47f4-8d0f-9a572f6085fe,12,1,1,0.0,0,01/11/2024 10:11 AM,1,0,0
0,1,1,0.0,2,a3b22815-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:11 AM,5,2,0
0,1,1,0.0,0,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,5,14,1,0.0,0,01/11/2024 10:11 AM,14,0,0
0,1,1,0.0,2,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,8,11,1,0.0,0,01/11/2024 10:11 AM,9,2,0
0,1,1,0.0,3,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,7,4,1,0.0,0,01/11/2024 10:11 AM,1,3,0
0,1,1,0.0,0,1867617341378224632,5,10,1,0.0,0,01/11/2024 10:11 AM,10,0,0
1,1,1,0.0,1,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,6,12,1,0.0,0,01/11/2024 10:11 AM,11,1,0
1,1,1,0.0,0,a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,7,3,1,0.0,0,01/11/2024 10:11 AM,3,0,0
1,1,1,0.0,7,a3af624c-a135-11e9-9cda-0a87ae2ba916,2,8,1,0.0,0,01/11/2024 10:11 AM,1,7,0
1,1,1,0.0,0,a3a37378-a135-11e9-9cda-0a87ae2ba916,34,20,1,0.0,0,01/11/2024 10:09 AM,20,0,0
1,1,1,0.0,0,a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,6,8,1,0.0,0,01/11/2024 10:09 AM,8,0,0
1,1,1,0.0,0,1861589903150238332,3,11,1,0.0,0,01/11/2024 10:09 AM,11,0,0
1,1,1,0.0,0,a3a482fb-a135-11e9-9cda-0a87ae2ba916,12,10,1,2.0,0,01/11/2024 10:09 AM,10,0,1
3,1,1,0.0,12,a3a593fc-a135-11e9-9cda-0a87ae2ba916,1,23,1,0.0,0,01/11/2024 10:09 AM,11,12,0
0,1,1,0.0,1,2f5957e4-e83a-4d5a-b073-ec9422989315,10,5,1,0.0,0,01/11/2024 10:09 AM,4,1,0
0,1,1,0.0,0,a3b43eb7-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:09 AM,7,0,0
0,1,1,0.0,5,a3b4afb6-a135-11e9-9cda-0a87ae2ba916,1,14,1,0.0,0,01/11/2024 10:09 AM,9,5,0
0,1,1,0.0,1,a3b372b1-a135-11e9-9cda-0a87ae2ba916,8,7,1,0.0,0,01/11/2024 10:09 AM,6,1,0
1,1,1,0.0,0,6849c4e2-cffa-432b-8d83-5c0524594b4f,12,2,1,0.0,0,01/11/2024 10:09 AM,2,0,0
1,1,1,0.0,13,a3a589b9-a135-11e9-9cda-0a87ae2ba916,0,22,1,0.0,0,01/11/2024 10:09 AM,9,13,0
1,1,1,0.0,1,a3afa4c3-a135-11e9-9cda-0a87ae2ba916,2,12,1,0.0,0,01/11/2024 10:09 AM,11,1,0
0,1,1,,0,1775509322900183222,11,0,1,,0,01/11/2024 10:09 AM,0,0,0
0,1,1,0.0,1,a3a9bbf0-a135-11e9-9cda-0a87ae2ba916,2,11,1,2.0,0,01/11/2024 10:09 AM,10,1,2
2,1,1,0.0,1,a3b4a579-a135-11e9-9cda-0a87ae2ba916,7,5,1,0.0,0,01/11/2024 10:09 AM,4,1,0
2,1,1,0.0,0,a3a59915-a135-11e9-9cda-0a87ae2ba916,9,8,1,0.0,0,01/11/2024 10:09 AM,8,0,0
0,1,1,0.0,0,6997d1fb-9887-4c15-b5db-524d45a2f101,12,3,1,0.0,0,01/11/2024 10:09 AM,3,0,0
1,1,1,0.0,0,a3a7b936-a135-11e9-9cda-0a87ae2ba916,1,9,1,0.0,0,01/11/2024 10:09 AM,9,0,0
1,0,1,0.0,0,a3af4b26-a135-11e9-9cda-0a87ae2ba916,7,7,0,0.0,0,01/10/2024 10:30 PM,7,0,0
3,1,1,0.0,0,a3aa9c65-a135-11e9-9cda-0a87ae2ba916,9,5,1,1.0,0,01/11/2024 10:09 AM,5,0,1
0,1,1,0.0,2,a3b128de-a135-11e9-9cda-0a87ae2ba916,2,9,1,0.0,0,01/11/2024 10:09 AM,7,2,0
0,1,1,0.0,2,a3a50ec8-a135-11e9-9cda-0a87ae2ba916,30,17,1,0.0,0,01/11/2024 10:09 AM,15,2,0
0,1,1,0.0,0,a3b0f5c9-a135-11e9-9cda-0a87ae2ba916,6,1,1,0.0,0,01/11/2024 10:09 AM,1,0,0
0,1,1,0.0,0,a3ad711d-a135-11e9-9cda-0a87ae2ba916,2,17,1,0.0,0,01/11/2024 10:09 AM,17,0,0
0,1,1,0.0,1,a3af1cec-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:09 AM,6,1,0
1,1,1,0.0,3,a3adce47-a135-11e9-9cda-0a87ae2ba916,5,9,1,0.0,0,01/11/2024 10:09 AM,6,3,0
2,1,1,0.0,2,a3a37e26-a135-11e9-9cda-0a87ae2ba916,12,8,1,1.0,0,01/11/2024 10:09 AM,6,2,1
1,1,1,0.0,2,a3a3983e-a135-11e9-9cda-0a87ae2ba916,6,4,1,0.0,0,01/11/2024 10:09 AM,2,2,0
3,1,1,0.0,2,a3b41f78-a135-11e9-9cda-0a87ae2ba916,20,8,1,0.0,0,01/11/2024 10:10 AM,6,2,0
0,1,1,0.0,2,a3a7e19b-a135-11e9-9cda-0a87ae2ba916,14,16,1,0.0,0,01/11/2024 10:10 AM,14,2,0
0,1,1,0.0,2,a3a9ecff-a135-11e9-9cda-0a87ae2ba916,11,4,1,0.0,0,01/11/2024 10:10 AM,2,2,0
0,1,1,0.0,0,a3b24c1f-a135-11e9-9cda-0a87ae2ba916,3,8,1,0.0,0,01/11/2024 10:10 AM,8,0,0
0,1,1,0.0,0,a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,10,1,1,0.0,0,01/11/2024 10:10 AM,1,0,0
2,1,1,0.0,1,a3aaf7bc-a135-11e9-9cda-0a87ae2ba916,7,1,1,1.0,0,01/11/2024 10:09 AM,0,1,1
0,1,1,0.0,0,a3b0dc1f-a135-11e9-9cda-0a87ae2ba916,4,7,1,0.0,0,01/11/2024 10:10 AM,7,0,0
1,1,1,0.0,1,a3ae82e0-a135-11e9-9cda-0a87ae2ba916,3,7,1,0.0,0,01/11/2024 10:09 AM,6,1,0
1,1,1,0.0,3,a3b49b4c-a135-11e9-9cda-0a87ae2ba916,2,12,1,0.0,0,01/11/2024 10:10 AM,9,3,0
0,1,1,0.0,2,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,18,8,1,1.0,0,01/11/2024 10:10 AM,6,2,1
0,1,1,0.0,6,a3b143aa-a135-11e9-9cda-0a87ae2ba916,1,10,1,0.0,0,01/11/2024 10:10 AM,4,6,0
0,1,1,0.0,2,87c01e57-8a00-430d-9eb3-2abe51e535dd,12,3,1,0.0,0,01/11/2024 10:10 AM,1,2,0
2,1,1,0.0,0,a3acfa38-a135-11e9-9cda-0a87ae2ba916,5,4,1,0.0,0,01/11/2024 10:10 AM,4,0,0
2,1,1,0.0,3,a3a86c05-a135-11e9-9cda-0a87ae2ba916,6,19,1,0.0,0,01/11/2024 10:10 AM,16,3,0
0,1,1,0.0,0,ce334dea-c5ba-45ca-a52d-39dc161683b0,12,3,1,0.0,0,01/11/2024 10:10 AM,3,0,0
0,1,1,0.0,1,a3a786ac-a135-11e9-9cda-0a87ae2ba916,12,7,1,0.0,0,01/11/2024 10:10 AM,6,1,0
1,1,1,0.0,2,a3aa692e-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0,01/11/2024 10:10 AM,4,2,0
0,1,1,2.0,1,a3a513e9-a135-11e9-9cda-0a87ae2ba916,27,1,1,0.0,1,01/11/2024 10:10 AM,0,1,0
1,1,1,0.0,2,a3b2e72c-a135-11e9-9cda-0a87ae2ba916,6,8,1,0.0,0,01/11/2024 10:10 AM,6,2,0
0,1,1,0.0,0,a3a5e353-a135-11e9-9cda-0a87ae2ba916,0,15,1,0.0,0,01/11/2024 10:10 AM,15,0,0
2,1,1,1.0,7,a3a453fa-a135-11e9-9cda-0a87ae2ba916,4,19,1,5.0,0,01/11/2024 10:10 AM,12,7,5
0,1,1,0.0,1,a3a39d55-a135-11e9-9cda-0a87ae2ba916,5,10,1,0.0,0,01/11/2024 10:10 AM,9,1,0
3,1,1,0.0,5,a3a53843-a135-11e9-9cda-0a87ae2ba916,1,11,1,0.0,0,01/11/2024 10:10 AM,6,5,0
1,1,1,0.0,2,a3a3e158-a135-11e9-9cda-0a87ae2ba916,17,5,1,0.0,0,01/11/2024 10:10 AM,3,2,0
0,1,1,0.0,0,a3b2b419-a135-11e9-9cda-0a87ae2ba916,9,2,1,0.0,0,01/11/2024 10:10 AM,2,0,0
0,1,1,0.0,1,a3a38363-a135-11e9-9cda-0a87ae2ba916,35,4,1,0.0,0,01/11/2024 10:10 AM,3,1,0
1,1,1,0.0,0,1869036027793202092,4,10,1,0.0,0,01/11/2024 10:10 AM,10,0,0
0,1,1,0.0,0,a3b1cf80-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0,01/11/2024 10:10 AM,6,0,0
0,1,1,1.0,2,a3a5eb69-a135-11e9-9cda-0a87ae2ba916,22,7,1,1.0,0,01/11/2024 10:10 AM,5,2,1
1,1,1,0.0,2,a3a503e5-a135-11e9-9cda-0a87ae2ba916,14,4,1,0.0,0,01/11/2024 10:10 AM,2,2,0
0,1,1,0.0,1,1861997616150114834,4,11,1,0.0,0,01/11/2024 10:10 AM,10,1,0
0,1,1,0.0,5,4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,1,14,1,0.0,0,01/11/2024 10:10 AM,9,5,0
1,1,1,0.0,0,a3ada52f-a135-11e9-9cda-0a87ae2ba916,7,3,1,0.0,0,01/11/2024 10:10 AM,3,0,0
1,1,1,0.0,0,a3a6d371-a135-11e9-9cda-0a87ae2ba916,1,13,1,0.0,0,01/11/2024 10:10 AM,13,0,0
1,1,1,0.0,0,0f9b826b-8885-4c25-96fd-9e2c2074c34e,2,12,1,0.0,0,01/11/2024 10:10 AM,12,0,0
1,1,1,0.0,0,a3a405a1-a135-11e9-9cda-0a87ae2ba916,17,1,1,0.0,0,01/11/2024 10:10 AM,1,0,0
0,1,1,0.0,2,a3a8275e-a135-11e9-9cda-0a87ae2ba916,4,11,1,0.0,0,01/11/2024 10:10 AM,9,2,0
0,1,1,0.0,4,a3aad940-a135-11e9-9cda-0a87ae2ba916,5,10,1,0.0,0,01/11/2024 10:10 AM,6,4,0
2,1,1,0.0,0,a3acef62-a135-11e9-9cda-0a87ae2ba916,7,5,1,1.0,0,01/11/2024 10:10 AM,5,0,1
0,1,1,0.0,4,a3a57527-a135-11e9-9cda-0a87ae2ba916,19,7,1,0.0,0,01/11/2024 10:10 AM,3,4,0
1,1,1,0.0,9,a3af76f8-a135-11e9-9cda-0a87ae2ba916,3,11,1,0.0,0,01/11/2024 10:10 AM,2,9,0
0,1,1,0.0,0,a3a4c0df-a135-11e9-9cda-0a87ae2ba916,27,11,1,1.0,0,01/11/2024 10:10 AM,11,0,1
1,1,1,0.0,4,a3af8642-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0,01/11/2024 10:10 AM,2,4,0
0,1,1,0.0,0,a3a94bc8-a135-11e9-9cda-0a87ae2ba916,2,13,1,0.0,0,01/11/2024 10:10 AM,13,0,0
1,1,1,0.0,0,a3b486f2-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0,01/11/2024 10:10 AM,6,0,0
0,1,1,0.0,2,1863878044896486356,3,12,1,0.0,0,01/11/2024 10:10 AM,10,2,0
0,1,1,0.0,4,7dc58bb9-24de-4544-9a12-c3975139370f,9,6,1,0.0,0,01/11/2024 10:10 AM,2,4,0
0,1,1,0.0,0,a3ac9834-a135-11e9-9cda-0a87ae2ba916,1,10,1,0.0,0,01/11/2024 10:10 AM,10,0,0
1,1,1,0.0,1,a3aa7db3-a135-11e9-9cda-0a87ae2ba916,14,4,1,0.0,0,01/11/2024 10:10 AM,3,1,0
0,1,1,0.0,0,a3af9064-a135-11e9-9cda-0a87ae2ba916,10,1,1,0.0,0,01/11/2024 10:10 AM,1,0,0
2,1,1,0.0,0,a3a3c174-a135-11e9-9cda-0a87ae2ba916,9,3,1,1.0,0,01/11/2024 10:10 AM,3,0,1
0,1,1,0.0,0,a3b4aa91-a135-11e9-9cda-0a87ae2ba916,5,2,1,0.0,0,01/11/2024 10:10 AM,2,0,0
0,1,1,0.0,1,a3a85eda-a135-11e9-9cda-0a87ae2ba916,7,8,1,0.0,0,01/11/2024 10:10 AM,7,1,0
1,1,1,0.0,1,a3a781a6-a135-11e9-9cda-0a87ae2ba916,4,6,1,0.0,0,01/11/2024 10:10 AM,5,1,0
4,1,1,0.0,2,3d1da4c7-23c9-4731-81f5-91db08f6c97f,4,7,1,0.0,0,01/11/2024 10:10 AM,5,2,0
0,1,1,0.0,0,a3a55b3e-a135-11e9-9cda-0a87ae2ba916,25,2,1,0.0,0,01/11/2024 10:10 AM,2,0,0
0,1,1,0.0,0,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,8,11,1,0.0,0,01/11/2024 10:10 AM,11,0,0
0,1,1,0.0,0,34dc92b5-7cb7-4536-856b-46644d31b48c,12,3,1,0.0,0,01/11/2024 10:10 AM,3,0,0
0,1,1,0.0,0,a3acd078-a135-11e9-9cda-0a87ae2ba916,10,1,1,0.0,0,01/11/2024 10:10 AM,1,0,0
1,1,1,0.0,3,ad9f8858-dc27-43ca-8fdc-78044b22f1fc,7,7,1,0.0,0,01/11/2024 10:10 AM,4,3,0
