vehicle_docks_available,num_bikes_disabled,num_scooters_available,num_docks_available,num_docks_disabled,is_installed,is_renting,last_reported,num_bikes_available,num_scooters_unavailable,vehicle_types_available,num_ebikes_available,station_id,is_returning
"[{'vehicle_type_ids': ['1', '2'], 'count': 11}]",0,0.0,11,0,1,1,1700176496,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,759171ce-f355-4740-948d-e14bb8f7dc0e,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",0,0.0,8,0,1,1,1700176496,3,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b22d3d-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 11}]",0,0.0,11,0,1,1,1700176491,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3a965b2-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",0,0.0,4,0,1,1,1700176493,11,0.0,"[{'count': 10, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3ac3b03-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 6}]",0,0.0,6,0,1,1,1700176502,9,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 6, 'vehicle_type_id': '2'}]",6,a3a9f76a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 7}]",1,0.0,7,0,1,1,1700176502,7,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,f0f9f5dc-3d3f-4a32-aa3e-b87566e44de9,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 8}]",0,1.0,8,0,1,1,1700176501,10,0.0,"[{'count': 9, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",1,a3a59ec3-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 14}]",1,0.0,14,0,1,1,1700176498,4,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 3, 'vehicle_type_id': '2'}]",3,a3a83ba1-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 2}]",1,0.0,2,0,1,1,1700176503,12,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 4, 'vehicle_type_id': '2'}]",4,a3ad95a7-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 9}]",0,0.0,9,0,1,1,1700176503,2,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b29fae-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 11}]",0,0.0,11,0,1,1,1700176503,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,e63300bd-4ca3-4255-adfd-522289d68b8a,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 13}]",2,0.0,13,0,1,1,1700176504,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3a795d7-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 19}]",1,0.0,19,0,1,1,1700176506,3,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",1,a3a75885-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 10}]",3,0.0,10,0,1,1,1700176517,2,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3aa4017-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 13}]",1,4.0,13,0,1,1,1700176516,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 4, 'vehicle_type_id': '3'}]",0,a3a3b731-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",1,0.0,4,0,1,1,1700176516,10,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 8, 'vehicle_type_id': '2'}]",8,1867616662773391950,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",0,0.0,4,0,1,1,1700176513,6,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 3, 'vehicle_type_id': '2'}]",3,a3b2d2b7-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 6}]",1,0.0,6,0,1,1,1700176514,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3acea44-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 3}]",0,0.0,3,0,1,1,1700176514,12,0.0,"[{'count': 12, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3a76cb6-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 11}]",0,,11,0,1,1,1700176513,0,,"[{'count': 0, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b1d532-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 5}]",3,0.0,5,0,1,1,1700176511,7,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,a3af8123-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",1,0.0,8,0,1,1,1700176525,10,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 3, 'vehicle_type_id': '2'}]",3,a3a5a9d0-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 3}]",4,0.0,3,0,1,1,1700176525,24,0.0,"[{'count': 18, 'vehicle_type_id': '1'}, {'count': 6, 'vehicle_type_id': '2'}]",6,a3aa35a4-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",1,0.0,8,0,1,1,1700176525,6,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3afd294-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 9}]",3,0.0,9,0,1,1,1700176522,3,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3b419d9-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 5}]",0,0.0,5,0,1,1,1700176523,14,0.0,"[{'count': 13, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3a8804b-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",0,0.0,8,0,1,1,1700176532,7,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3b2c87c-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 6}]",0,0.0,6,0,1,1,1700176532,5,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3acdae2-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 10}]",0,0.0,10,0,1,1,1700176530,5,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3a547b8-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 1}]",5,0.0,1,0,1,1,1700176528,13,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 8, 'vehicle_type_id': '2'}]",8,a3af460f-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 22}]",4,1.0,22,0,1,1,1700176527,0,1.0,"[{'count': 0, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",0,a3a5700b-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",0,0.0,8,0,1,1,1700176529,7,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,a3afb401-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 7}]",2,0.0,7,0,1,1,1700176529,6,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",1,a3a5d3bb-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 6}]",0,0.0,6,0,1,1,1700176538,5,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",2,0.0,8,0,1,1,1700176538,4,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 2}]",0,0.0,2,0,1,1,1700176533,13,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 6, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",6,a3a7f0ba-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 14}]",5,0.0,14,0,1,1,1700176536,9,0.0,"[{'count': 9, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 7}]",1,3.0,7,0,1,1,1700176537,8,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 4, 'vehicle_type_id': '2'}, {'count': 3, 'vehicle_type_id': '3'}]",4,a3a80512-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 9}]",0,0.0,9,0,1,1,1700176534,2,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b2905a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 5}]",0,0.0,5,0,1,1,1700176535,6,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3acb1de-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",0,0.0,4,0,1,1,1700176545,11,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 5, 'vehicle_type_id': '2'}]",5,1869054242749504212,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",1,0.0,8,0,1,1,1700176544,6,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 11}]",0,0.0,11,0,1,1,1700176541,3,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,1871992980799203880,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 1}]",1,2.0,1,0,1,1,1700176540,6,1.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 2, 'vehicle_type_id': '3'}]",1,a3a72012-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 10}]",0,0.0,10,0,1,1,1700176545,5,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3a41004-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 2}]",0,0.0,2,0,1,1,1700176547,9,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3a528d0-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 21}]",1,0.0,21,0,1,1,1700176550,1,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3a52df5-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 3}]",1,0.0,3,0,1,1,1700176550,7,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 4, 'vehicle_type_id': '2'}]",4,a3ac35ed-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 8}]",1,0.0,8,0,1,1,1700176551,10,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}]",2,1850866657089146912,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 9}]",0,2.0,9,0,1,1,1700176549,4,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}, {'count': 2, 'vehicle_type_id': '3'}]",2,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 15}]",0,0.0,15,0,1,1,1700176549,7,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3af52bc-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 12}]",2,0.0,12,0,1,1,1700176551,1,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b4399a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 4}]",1,0.0,4,0,1,1,1700176552,14,0.0,"[{'count': 9, 'vehicle_type_id': '1'}, {'count': 5, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",5,a3a75d8a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 7}]",0,0.0,7,0,1,1,1700176546,8,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 12}]",1,0.0,12,0,1,1,1700176551,2,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 14}]",0,0.0,14,0,1,1,1700176552,5,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 27}]",2,0.0,27,0,1,1,1700176553,1,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3a8999a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 21}]",2,0.0,21,0,1,1,1700176553,9,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3ad8072-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 2}]",1,1.0,2,0,1,1,1700176553,15,0.0,"[{'count': 14, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",1,a3a497b6-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 0}]",0,1.0,0,0,1,1,1700176555,9,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 7, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",7,a3a96aca-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 6}]",2,0.0,6,0,1,1,1700176553,3,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 2, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",2,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 5}]",0,4.0,5,0,1,1,1700176553,2,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 4, 'vehicle_type_id': '3'}]",0,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 14}]",3,0.0,14,0,1,1,1700176554,3,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",0,0.0,4,0,1,1,1700176555,19,0.0,"[{'count': 12, 'vehicle_type_id': '1'}, {'count': 7, 'vehicle_type_id': '2'}]",7,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 2}]",0,1.0,2,0,1,1,1700176555,11,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 5, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",5,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 12}]",0,0.0,12,0,1,1,1700176555,7,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3aabad8-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 2}]",2,0.0,2,0,1,1,1700176558,7,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 2}]",2,0.0,2,0,1,1,1700176559,15,0.0,"[{'count': 14, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 1}]",0,4.0,1,0,1,1,1700176559,10,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 5, 'vehicle_type_id': '2'}, {'count': 4, 'vehicle_type_id': '3'}]",5,a3b481e1-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 3}]",0,0.0,3,0,1,1,1700176557,4,0.0,"[{'count': 0, 'vehicle_type_id': '1'}, {'count': 4, 'vehicle_type_id': '2'}]",4,a3b20960-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 7}]",0,0.0,7,0,1,1,1700176568,4,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3b23cb8-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 13}]",0,0.0,13,0,1,1,1700176568,2,0.0,"[{'count': 1, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,1850868044363584392,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 5}]",0,0.0,5,0,1,1,1700176569,6,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b13836-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 3}]",0,3.0,3,0,1,1,1700176561,9,0.0,"[{'count': 9, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 3, 'vehicle_type_id': '3'}]",0,a3aae35a-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 2}]",1,0.0,2,0,1,1,1700176562,8,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 1}]",1,1.0,1,0,1,1,1700176567,16,0.0,"[{'count': 8, 'vehicle_type_id': '1'}, {'count': 8, 'vehicle_type_id': '2'}, {'count': 1, 'vehicle_type_id': '3'}]",8,a3a859c4-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",3,0.0,4,0,1,1,1700176568,7,0.0,"[{'count': 6, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,792ceba0-564f-4a2c-bcb5-90da781ffeef,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 17}]",0,0.0,17,0,1,1,1700176568,9,0.0,"[{'count': 9, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",0,a3a79adb-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 7}]",1,0.0,7,0,1,1,1700176565,7,0.0,"[{'count': 2, 'vehicle_type_id': '1'}, {'count': 5, 'vehicle_type_id': '2'}]",5,a3afbe2e-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 4}]",1,0.0,4,0,1,1,1700176564,10,0.0,"[{'count': 10, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,732c9f35-0c82-4128-acc3-2cf447298b1d,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 11}]",0,3.0,11,0,1,1,1700176565,9,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 4, 'vehicle_type_id': '2'}, {'count': 3, 'vehicle_type_id': '3'}]",4,a3a99d47-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 10}]",1,0.0,10,0,1,1,1700176566,4,0.0,"[{'count': 4, 'vehicle_type_id': '1'}, {'count': 0, 'vehicle_type_id': '2'}]",0,a60781db-2bec-4a15-a4a2-363297aefcec,1
"[{'vehicle_type_ids': ['1', '2', '3'], 'count': 11}]",0,0.0,11,0,1,1,1700176566,4,0.0,"[{'count': 3, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}, {'count': 0, 'vehicle_type_id': '3'}]",1,a3ac7444-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 7}]",0,0.0,7,0,1,1,1700176563,8,0.0,"[{'count': 5, 'vehicle_type_id': '1'}, {'count': 3, 'vehicle_type_id': '2'}]",3,a3b01a86-a135-11e9-9cda-0a87ae2ba916,1
"[{'vehicle_type_ids': ['1', '2'], 'count': 6}]",1,0.0,6,0,1,1,1700176563,8,0.0,"[{'count': 7, 'vehicle_type_id': '1'}, {'count': 1, 'vehicle_type_id': '2'}]",1,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,1
