num_bikes_available,station_id,num_docks_available,num_bikes_disabled,num_scooters_unavailable,is_renting,is_installed,is_returning,num_ebikes_available,num_docks_disabled,num_scooters_available,timestamp,n_classic,n_electric,n_scooters
4,a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,2,5,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,2,2,0
7,1932496568454183892,8,0,0.0,1,1,1,4,0,0.0,07/27/2024 01:09 AM,3,4,0
10,1930641272056945296,3,2,0.0,1,1,1,7,0,0.0,07/27/2024 01:09 AM,3,7,0
3,a3b218cd-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
0,a3af2216-a135-11e9-9cda-0a87ae2ba916,5,3,0.0,1,1,1,0,0,3.0,07/27/2024 01:09 AM,0,0,0
2,a3a89488-a135-11e9-9cda-0a87ae2ba916,16,1,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,0,2,0
7,a3a7d279-a135-11e9-9cda-0a87ae2ba916,1,0,0.0,1,1,1,1,0,3.0,07/27/2024 01:09 AM,6,1,3
4,1890603435601779460,10,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,4,0,0
3,a3b11993-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
4,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,4,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,3,1,0
1,1958859209051740602,12,0,0.0,1,1,1,0,0,2.0,07/27/2024 01:08 AM,1,0,0
5,1965904499533560722,2,3,0.0,1,1,1,3,0,1.0,07/27/2024 01:08 AM,2,3,0
11,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,0,2,0.0,1,1,1,0,0,1.0,07/27/2024 01:09 AM,11,0,0
4,a77136ee-060b-433b-88d0-ec74af1ef7ad,10,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,4,0,0
4,a3b25656-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,4,0,0
6,1861588043429399408,4,0,0.0,1,1,1,3,0,1.0,07/27/2024 01:09 AM,3,3,0
7,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,6,1,0
6,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,5,1,0
3,a3adbedf-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
4,1969204473221170122,11,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,3,1,0
1,1970390432459950744,14,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,0,1,0
11,a3ab8bee-a135-11e9-9cda-0a87ae2ba916,2,1,0.0,1,1,1,3,0,1.0,07/27/2024 01:10 AM,8,3,0
12,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,0,7,0.0,1,1,1,4,0,0.0,07/27/2024 01:09 AM,8,4,0
3,1872721263815561908,11,1,0.0,1,1,1,3,0,0.0,07/27/2024 01:09 AM,0,3,0
3,1871990322214447924,7,4,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,3,0,0
6,a3a5af44-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,1,0,5.0,07/27/2024 01:10 AM,5,1,5
7,1929121521556988340,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,7,0,0
3,1934290793283144612,9,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:07 AM,2,1,0
2,a3add889-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,2,0,0
3,625e37ea-24ea-4f13-9a54-6322466ec521,9,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
1,1934290608103817582,14,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,0,1,0
5,a3afc347-a135-11e9-9cda-0a87ae2ba916,13,1,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,3,2,0
3,a3b300d3-a135-11e9-9cda-0a87ae2ba916,11,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,2,1,0
3,a065d29d-a081-47f4-8d0f-9a572f6085fe,12,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,2,1,0
4,a3ac4548-a135-11e9-9cda-0a87ae2ba916,8,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,3,1,0
4,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,26,4,1.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,2,2,0
2,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,34,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,2,0,0
7,391d5cd8-c87c-42f8-94df-823f94284005,6,2,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,6,1,0
1,a3b3820c-a135-11e9-9cda-0a87ae2ba916,13,4,0.0,1,1,1,1,0,1.0,07/27/2024 01:09 AM,0,1,1
5,a3a6e359-a135-11e9-9cda-0a87ae2ba916,9,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,5,0,0
5,22afe78c-e8f7-4a80-969e-7ddeafdf49da,9,1,0.0,1,1,1,3,0,0.0,07/27/2024 01:09 AM,2,3,0
13,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,1,1,0.0,1,1,1,8,0,0.0,07/27/2024 01:09 AM,5,8,0
4,1863873701095594368,11,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,4,0,0
13,a3a8711c-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,12,0,2.0,07/27/2024 01:09 AM,1,12,2
1,1850867138125484782,10,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,1,0,0
12,a3aff616-a135-11e9-9cda-0a87ae2ba916,1,2,0.0,1,1,1,5,0,0.0,07/27/2024 01:10 AM,7,5,0
0,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,17,1,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,0,0,1
13,a3b3686c-a135-11e9-9cda-0a87ae2ba916,2,0,0.0,1,1,1,3,0,0.0,07/27/2024 01:10 AM,10,3,0
4,c3f1be96-07c2-4c65-8a1d-f2203de88495,5,6,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,4,0,0
6,87d2a090-22cd-471b-b622-fef3923999dd,9,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,6,0,0
2,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,10,1,0.0,1,1,1,1,0,2.0,07/27/2024 01:10 AM,1,1,0
5,a3a46e71-a135-11e9-9cda-0a87ae2ba916,29,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,4,1,0
0,1966306862968688728,15,0,,1,1,1,0,0,,07/27/2024 01:10 AM,0,0,0
2,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,44,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,2,0,0
9,a3a771c2-a135-11e9-9cda-0a87ae2ba916,3,2,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,8,1,0
6,7e435d2a-617e-4c3f-bed0-a8801c20f265,9,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,6,0,0
2,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,12,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,2,0,0
15,a3a378ca-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,14,1,1
1,1866476559603607834,1,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,1,0,0
10,a3af624c-a135-11e9-9cda-0a87ae2ba916,0,0,0.0,1,1,1,6,0,1.0,07/27/2024 01:10 AM,4,6,0
1,a3b30b06-a135-11e9-9cda-0a87ae2ba916,13,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,0,1,0
5,a3a6e866-a135-11e9-9cda-0a87ae2ba916,17,0,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,4,1,1
10,a3a6054c-a135-11e9-9cda-0a87ae2ba916,5,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,10,0,0
5,1867617341378224632,9,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,5,0,0
10,8995498f-1209-4b06-9317-01cd695b3b61,0,0,1.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,9,1,0
9,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,7,2,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,9,0,1
5,1926946441362045298,9,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,5,0,0
8,a3a6fcac-a135-11e9-9cda-0a87ae2ba916,6,8,1.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,8,0,0
0,a3a57a52-a135-11e9-9cda-0a87ae2ba916,11,0,,1,1,1,0,0,,07/27/2024 01:10 AM,0,0,0
7,a3b2e20c-a135-11e9-9cda-0a87ae2ba916,7,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,7,0,0
5,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,8,1,0.0,1,1,1,2,0,1.0,07/27/2024 01:10 AM,3,2,1
1,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,13,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,0,1,0
5,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,4,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,5,0,0
7,a3af956e-a135-11e9-9cda-0a87ae2ba916,5,2,0.0,1,1,1,5,0,2.0,07/27/2024 01:10 AM,2,4,0
1,a3a46896-a135-11e9-9cda-0a87ae2ba916,26,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,1,0,0
7,1929121887488481484,1,3,0.0,1,1,1,6,0,0.0,07/27/2024 01:10 AM,1,6,0
5,a3af5804-a135-11e9-9cda-0a87ae2ba916,3,1,0.0,1,1,1,2,0,2.0,07/27/2024 01:10 AM,3,2,0
6,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,12,0,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,4,2,0
10,a3b2f698-a135-11e9-9cda-0a87ae2ba916,0,5,0.0,1,1,1,6,0,0.0,07/27/2024 01:10 AM,4,6,0
0,a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,13,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,0,0,0
3,1866477298337982542,0,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,3,0,0
15,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,3,1,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,13,2,0
11,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,0,3,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,11,0,0
6,1936566008041245278,4,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,5,1,0
11,a3b3968b-a135-11e9-9cda-0a87ae2ba916,2,1,0.0,1,1,1,3,0,1.0,07/27/2024 01:10 AM,8,3,0
15,a3b0bd42-a135-11e9-9cda-0a87ae2ba916,0,0,0.0,1,1,1,4,0,0.0,07/27/2024 01:10 AM,11,4,0
0,a3b4728f-a135-11e9-9cda-0a87ae2ba916,11,0,,1,1,1,0,0,,07/27/2024 01:10 AM,0,0,0
10,a3a58ee0-a135-11e9-9cda-0a87ae2ba916,2,2,0.0,1,1,1,4,0,1.0,07/27/2024 01:10 AM,6,4,0
5,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,5,0,1
2,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,9,8,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,1,1,0
8,1958860355622110046,7,0,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,6,2,0
10,a3b22815-a135-11e9-9cda-0a87ae2ba916,0,1,0.0,1,1,1,7,0,0.0,07/27/2024 01:10 AM,3,7,0
4,1945178760530424534,9,0,0.0,1,1,1,0,0,2.0,07/27/2024 01:10 AM,4,0,0
17,a3a41526-a135-11e9-9cda-0a87ae2ba916,20,5,0.0,1,1,1,2,0,1.0,07/27/2024 01:10 AM,15,2,1
4,a3a7af11-a135-11e9-9cda-0a87ae2ba916,11,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,3,1,0
3,a3a5c440-a135-11e9-9cda-0a87ae2ba916,11,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,3,0,0
8,a3a62025-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,0,0,2.0,07/27/2024 01:10 AM,8,0,0
2,1939906971867155378,10,2,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,1,1,0
4,a3b453f2-a135-11e9-9cda-0a87ae2ba916,3,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,3,1,0
6,a3a39301-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,6,0,0
6,1863873159929715228,8,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,5,1,0
0,a3acacbc-a135-11e9-9cda-0a87ae2ba916,15,0,,1,1,1,0,0,,07/27/2024 01:10 AM,0,0,0
2,1871991855517771832,13,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,2,0,0
7,a3aa7373-a135-11e9-9cda-0a87ae2ba916,4,4,0.0,1,1,1,3,0,0.0,07/27/2024 01:10 AM,4,3,0
6,6fd280b0-74de-4a89-947d-3be40afa079c,5,4,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,4,2,0
2,a3b241df-a135-11e9-9cda-0a87ae2ba916,4,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,1,1,0
9,a3a866a5-a135-11e9-9cda-0a87ae2ba916,3,7,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,7,2,0
14,a3b38728-a135-11e9-9cda-0a87ae2ba916,8,1,0.0,1,1,1,4,0,0.0,07/27/2024 01:10 AM,10,4,0
0,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,7,2,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,0,0,0
4,a3b45e26-a135-11e9-9cda-0a87ae2ba916,2,0,1.0,1,1,1,0,0,4.0,07/27/2024 01:10 AM,4,0,0
5,1754781885939323186,3,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,4,1,0
7,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,16,0,0.0,1,1,1,4,0,0.0,07/27/2024 01:10 AM,3,4,0
6,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,9,3,0.0,1,1,1,2,0,1.0,07/27/2024 01:10 AM,4,2,1
13,a3a434ce-a135-11e9-9cda-0a87ae2ba916,3,3,0.0,1,1,1,2,0,0.0,07/27/2024 01:10 AM,11,2,0
4,a3b46866-a135-11e9-9cda-0a87ae2ba916,7,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,3,1,0
8,a3ac83bc-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,7,1,0
0,a3a4ea00-a135-11e9-9cda-0a87ae2ba916,38,0,,1,1,1,0,0,,07/27/2024 01:10 AM,0,0,0
0,a3a4c618-a135-11e9-9cda-0a87ae2ba916,18,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,0,0,1
2,a3b29a90-a135-11e9-9cda-0a87ae2ba916,7,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,2,0,0
5,a3b10f66-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,3,0,2.0,07/27/2024 01:10 AM,2,3,0
8,a3a5b496-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,3,0,1.0,07/27/2024 01:10 AM,5,3,0
1,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,11,0,0.0,1,1,1,0,0,3.0,07/27/2024 01:10 AM,1,0,3
8,a3ad8587-a135-11e9-9cda-0a87ae2ba916,18,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,8,0,0
8,a3a4d069-a135-11e9-9cda-0a87ae2ba916,22,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,8,0,0
4,a3ad2843-a135-11e9-9cda-0a87ae2ba916,14,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,4,0,1
2,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,10,0,0.0,1,1,1,0,0,3.0,07/27/2024 01:10 AM,2,0,0
8,a3ab812d-a135-11e9-9cda-0a87ae2ba916,29,2,0.0,1,1,1,8,0,0.0,07/27/2024 01:10 AM,0,8,0
5,a3a9a778-a135-11e9-9cda-0a87ae2ba916,7,0,0.0,1,1,1,0,0,3.0,07/27/2024 01:10 AM,5,0,3
2,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,5,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,1,1,0
2,a3a42a93-a135-11e9-9cda-0a87ae2ba916,20,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,2,0,1
4,a3b26084-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,4,0,0
6,a3b49122-a135-11e9-9cda-0a87ae2ba916,6,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,6,0,0
8,a3b2810e-a135-11e9-9cda-0a87ae2ba916,0,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,8,0,0
2,a3b2b92c-a135-11e9-9cda-0a87ae2ba916,8,1,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,1,1,0
4,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,6,0,0.0,1,1,1,2,0,1.0,07/27/2024 01:10 AM,2,2,0
0,61695579-2f75-4090-a071-c76079b5fb5d,3,4,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,0,0,0
2,1945195755748241796,11,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,2,0,0
7,1962566135789175644,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,7,0,0
2,a3aa4f80-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,0,0,3.0,07/27/2024 01:10 AM,2,0,0
2,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,6,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,1,1,0
16,a3a4f46b-a135-11e9-9cda-0a87ae2ba916,1,2,2.0,1,1,1,3,0,1.0,07/27/2024 01:10 AM,13,3,1
1,1934290131858180982,10,3,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,1,0,0
9,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,2,0,0.0,1,1,1,6,0,0.0,07/27/2024 01:10 AM,3,6,0
7,a3aa59bb-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,7,0,0
9,a3a64639-a135-11e9-9cda-0a87ae2ba916,0,2,0.0,1,1,1,6,0,3.0,07/27/2024 01:10 AM,3,6,0
0,1927677528601722888,14,0,0.0,1,1,1,0,0,1.0,07/27/2024 01:10 AM,0,0,0
1,a3b310ac-a135-11e9-9cda-0a87ae2ba916,10,3,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,0,1,0
4,a3b377cb-a135-11e9-9cda-0a87ae2ba916,1,10,0.0,1,1,1,1,0,0.0,07/27/2024 01:10 AM,3,1,0
4,1869052846885132442,7,4,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,4,0,0
4,1859717449875884116,9,2,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,4,0,0
18,a3a49288-a135-11e9-9cda-0a87ae2ba916,3,1,0.0,1,1,1,2,0,1.0,07/27/2024 01:10 AM,16,2,1
8,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,4,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,8,0,0
6,a3b42a3e-a135-11e9-9cda-0a87ae2ba916,3,0,0.0,1,1,1,6,0,2.0,07/27/2024 01:10 AM,0,6,0
13,a3afb917-a135-11e9-9cda-0a87ae2ba916,1,1,0.0,1,1,1,9,0,0.0,07/27/2024 01:10 AM,4,9,0
11,a3a8224f-a135-11e9-9cda-0a87ae2ba916,9,1,0.0,1,1,1,1,0,1.0,07/27/2024 01:10 AM,10,1,0
0,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,13,6,0.0,1,1,1,0,0,0.0,07/27/2024 01:10 AM,0,0,0
8,1955904736576827886,4,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:08 AM,8,0,0
9,a3b41f78-a135-11e9-9cda-0a87ae2ba916,21,0,0.0,1,1,1,5,0,1.0,07/27/2024 01:09 AM,4,5,1
5,bbf9b599-1873-4133-b670-a0ef9e5c429c,10,0,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,4,1,0
9,a3ad6c01-a135-11e9-9cda-0a87ae2ba916,5,1,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,7,2,0
4,1961473975097987236,11,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:08 AM,4,0,0
10,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,7,0,0.0,1,1,1,5,0,2.0,07/27/2024 01:09 AM,5,5,0
3,a3b372b1-a135-11e9-9cda-0a87ae2ba916,11,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
8,a3af1cec-a135-11e9-9cda-0a87ae2ba916,1,2,0.0,1,1,1,3,0,0.0,07/27/2024 01:09 AM,5,3,0
3,1932130426977611818,11,1,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,1,2,0
2,1931391724317609988,7,0,0.0,1,1,1,2,0,6.0,07/27/2024 01:09 AM,0,2,0
5,1945087711550943880,3,0,0.0,1,1,1,4,0,7.0,07/27/2024 01:09 AM,1,4,0
3,a3b37ce0-a135-11e9-9cda-0a87ae2ba916,15,1,0.0,1,1,1,0,0,1.0,07/27/2024 01:09 AM,3,0,0
3,a3b1cf80-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
7,1932441844638063332,8,0,0.0,1,1,1,3,0,0.0,07/27/2024 01:09 AM,4,3,0
2,a3ad711d-a135-11e9-9cda-0a87ae2ba916,15,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,1,0,0
11,a3af1767-a135-11e9-9cda-0a87ae2ba916,7,3,0.0,1,1,1,3,0,1.0,07/27/2024 01:09 AM,8,3,0
15,a3a4cb42-a135-11e9-9cda-0a87ae2ba916,3,1,0.0,1,1,1,9,0,4.0,07/27/2024 01:09 AM,6,9,4
4,a3aa9c65-a135-11e9-9cda-0a87ae2ba916,12,0,2.0,1,1,1,1,0,1.0,07/27/2024 01:09 AM,3,1,1
3,a3adce47-a135-11e9-9cda-0a87ae2ba916,11,0,0.0,1,1,1,2,0,1.0,07/27/2024 01:09 AM,1,2,0
4,a3a4d588-a135-11e9-9cda-0a87ae2ba916,26,7,2.0,1,1,1,3,0,1.0,07/27/2024 01:09 AM,1,3,0
1,a3b424f6-a135-11e9-9cda-0a87ae2ba916,9,5,0.0,1,1,1,1,0,0.0,07/27/2024 01:09 AM,0,1,0
11,a3a6d371-a135-11e9-9cda-0a87ae2ba916,0,1,0.0,1,1,1,3,0,3.0,07/27/2024 01:09 AM,8,3,0
5,1936560950769470316,4,0,0.0,1,1,1,5,0,5.0,07/27/2024 01:09 AM,0,5,0
6,a3a3983e-a135-11e9-9cda-0a87ae2ba916,0,5,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,4,2,0
3,0eeb6baf-c653-4a1a-af17-99f686116b89,9,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,3,0,0
5,ce334dea-c5ba-45ca-a52d-39dc161683b0,10,0,0.0,1,1,1,5,0,0.0,07/27/2024 01:09 AM,0,5,0
15,a3aa9732-a135-11e9-9cda-0a87ae2ba916,4,0,0.0,1,1,1,2,0,0.0,07/27/2024 01:09 AM,13,2,0
12,a3a5ce97-a135-11e9-9cda-0a87ae2ba916,3,3,0.0,1,1,1,9,0,1.0,07/27/2024 01:09 AM,3,9,1
2,a3afe6ed-a135-11e9-9cda-0a87ae2ba916,12,0,0.0,1,1,1,1,0,1.0,07/27/2024 01:09 AM,1,1,0
7,a3a59915-a135-11e9-9cda-0a87ae2ba916,2,8,0.0,1,1,1,2,0,2.0,07/27/2024 01:09 AM,5,2,2
10,a3acef62-a135-11e9-9cda-0a87ae2ba916,3,1,0.0,1,1,1,0,0,1.0,07/27/2024 01:09 AM,10,0,1
0,1968516035938026380,15,0,,1,1,1,0,0,,07/27/2024 01:09 AM,0,0,0
0,1929934715947649384,15,0,,1,1,1,0,0,,07/27/2024 01:09 AM,0,0,0
9,a3a405a1-a135-11e9-9cda-0a87ae2ba916,8,0,0.0,1,1,1,0,0,2.0,07/27/2024 01:09 AM,9,0,2
1,a3b24c1f-a135-11e9-9cda-0a87ae2ba916,9,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,1,0,0
6,a3b43eb7-a135-11e9-9cda-0a87ae2ba916,4,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,6,0,0
5,a3af8642-a135-11e9-9cda-0a87ae2ba916,9,0,0.0,1,1,1,3,0,1.0,07/27/2024 01:09 AM,2,3,0
8,a3b4afb6-a135-11e9-9cda-0a87ae2ba916,5,1,0.0,1,1,1,0,0,1.0,07/27/2024 01:09 AM,8,0,0
5,a3a50ec8-a135-11e9-9cda-0a87ae2ba916,30,7,0.0,1,1,1,3,0,5.0,07/27/2024 01:09 AM,2,3,5
10,1861997616150114834,5,0,0.0,1,1,1,9,0,0.0,07/27/2024 01:09 AM,1,9,0
5,a3a38363-a135-11e9-9cda-0a87ae2ba916,30,0,1.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,5,0,0
2,1861589903150238332,9,4,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,2,0,0
10,a3a503e5-a135-11e9-9cda-0a87ae2ba916,6,1,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,10,0,0
4,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,18,2,0.0,1,1,1,1,0,3.0,07/27/2024 01:09 AM,3,1,3
4,a3af6c2f-a135-11e9-9cda-0a87ae2ba916,10,0,0.0,1,1,1,2,0,1.0,07/27/2024 01:09 AM,2,2,0
4,a3a482fb-a135-11e9-9cda-0a87ae2ba916,17,6,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,4,0,0
2,1934288914372987240,13,0,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,2,0,0
15,a3a55b3e-a135-11e9-9cda-0a87ae2ba916,7,5,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,15,0,0
14,a3a4591a-a135-11e9-9cda-0a87ae2ba916,24,4,0.0,1,1,1,2,0,1.0,07/27/2024 01:09 AM,12,2,1
5,a3a37e26-a135-11e9-9cda-0a87ae2ba916,15,3,0.0,1,1,1,0,0,0.0,07/27/2024 01:09 AM,5,0,0
