num_ebikes_available,num_docks_disabled,is_installed,num_bikes_disabled,is_returning,station_id,num_docks_available,num_scooters_unavailable,num_scooters_available,is_renting,num_bikes_available,timestamp,n_classic,n_electric,n_scooters
0,0,1,0,1,a3b26acf-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,7,06/20/2024 10:08 PM,7,0,0
1,0,1,3,1,a3b310ac-a135-11e9-9cda-0a87ae2ba916,3,0.0,0.0,1,9,06/20/2024 10:08 PM,8,1,0
0,0,1,1,1,a3a58ee0-a135-11e9-9cda-0a87ae2ba916,13,0.0,0.0,1,1,06/20/2024 10:08 PM,1,0,0
4,0,1,2,1,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,1,0.0,0.0,1,12,06/20/2024 10:08 PM,8,4,0
0,0,1,2,1,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,9,06/20/2024 10:08 PM,9,0,0
4,0,1,1,1,a3a866a5-a135-11e9-9cda-0a87ae2ba916,6,0.0,2.0,1,10,06/20/2024 10:08 PM,6,4,0
0,0,1,2,1,1871990322214447924,3,0.0,2.0,1,8,06/20/2024 10:08 PM,8,0,0
0,0,1,1,1,1945195755748241796,13,0.0,0.0,1,1,06/20/2024 10:08 PM,1,0,0
2,0,1,1,1,b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,9,0.0,0.0,1,13,06/20/2024 10:08 PM,11,2,0
0,0,1,1,1,1863873701095594368,9,0.0,0.0,1,5,06/20/2024 10:08 PM,5,0,0
1,0,1,0,1,a3b21de7-a135-11e9-9cda-0a87ae2ba916,9,0.0,0.0,1,2,06/20/2024 10:08 PM,1,1,0
0,0,1,4,1,a3b3820c-a135-11e9-9cda-0a87ae2ba916,15,0.0,0.0,1,0,06/20/2024 10:08 PM,0,0,0
3,0,1,1,1,a3b38728-a135-11e9-9cda-0a87ae2ba916,14,0.0,0.0,1,8,06/20/2024 10:08 PM,5,3,0
4,0,1,0,1,c1f104db-9ee7-4999-bd4a-ddd766c75e04,5,0.0,0.0,1,6,06/20/2024 10:08 PM,2,4,0
6,0,1,0,1,a3a6e359-a135-11e9-9cda-0a87ae2ba916,0,0.0,4.0,1,11,06/20/2024 10:08 PM,5,6,0
1,0,1,1,1,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,7,06/20/2024 10:08 PM,6,1,0
1,0,1,0,1,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,12,0.0,1.0,1,7,06/20/2024 10:08 PM,6,1,0
2,0,1,0,1,a3aca790-a135-11e9-9cda-0a87ae2ba916,6,0.0,9.0,1,13,06/20/2024 10:08 PM,11,2,0
1,0,1,9,1,a3b377cb-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,4,06/20/2024 10:08 PM,3,1,0
0,0,1,0,1,a3a57a52-a135-11e9-9cda-0a87ae2ba916,11,,,1,0,06/20/2024 10:08 PM,0,0,0
0,0,1,1,1,a3a8711c-a135-11e9-9cda-0a87ae2ba916,13,1.0,0.0,1,4,06/20/2024 10:08 PM,4,0,0
4,0,1,0,1,1927677528601722888,10,0.0,0.0,1,5,06/20/2024 10:08 PM,1,4,0
5,0,1,2,1,22afe78c-e8f7-4a80-969e-7ddeafdf49da,4,0.0,0.0,1,9,06/20/2024 10:08 PM,4,5,0
1,0,1,4,1,a3a62025-a135-11e9-9cda-0a87ae2ba916,1,0.0,2.0,1,12,06/20/2024 10:08 PM,11,1,0
3,0,1,0,1,a3a7af11-a135-11e9-9cda-0a87ae2ba916,3,0.0,2.0,1,10,06/20/2024 10:08 PM,7,3,2
2,0,1,1,1,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,10,06/20/2024 10:08 PM,8,2,0
6,0,1,1,1,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,8,0.0,0.0,1,10,06/20/2024 10:09 PM,4,6,0
0,0,1,0,1,a3b241df-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,1,06/20/2024 10:09 PM,1,0,0
4,0,1,0,1,a3af956e-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,10,06/20/2024 10:09 PM,6,4,0
3,0,1,0,1,625e37ea-24ea-4f13-9a54-6322466ec521,9,0.0,0.0,1,6,06/20/2024 10:08 PM,3,3,0
0,0,1,1,1,1890603435601779460,10,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
0,0,1,0,1,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,16,0.0,0.0,1,3,06/20/2024 10:09 PM,3,0,0
0,0,1,9,1,a3a378ca-a135-11e9-9cda-0a87ae2ba916,8,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
3,0,1,0,1,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,13,06/20/2024 10:08 PM,10,3,0
1,0,1,2,1,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,31,0.0,0.0,1,2,06/20/2024 10:09 PM,1,1,0
6,0,1,0,1,a3b3686c-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,15,06/20/2024 10:09 PM,9,6,0
2,0,1,0,1,a3aa7373-a135-11e9-9cda-0a87ae2ba916,12,0.0,0.0,1,3,06/20/2024 10:09 PM,1,2,0
1,0,1,1,1,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,10,0.0,0.0,1,8,06/20/2024 10:09 PM,7,1,0
3,0,1,0,1,a3a8224f-a135-11e9-9cda-0a87ae2ba916,1,0.0,1.0,1,21,06/20/2024 10:09 PM,18,3,0
1,0,1,1,1,a3a5c440-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,14,06/20/2024 10:09 PM,13,1,0
0,0,1,0,1,1850867138125484782,11,,,1,0,06/20/2024 10:09 PM,0,0,0
3,0,1,3,1,a3a49288-a135-11e9-9cda-0a87ae2ba916,9,1.0,0.0,1,10,06/20/2024 10:09 PM,7,3,0
2,0,1,1,1,1872721624592814362,3,0.0,0.0,1,11,06/20/2024 10:09 PM,9,2,0
0,0,1,1,1,a3b2b92c-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,8,06/20/2024 10:09 PM,8,0,0
0,0,1,2,1,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,25,2.0,0.0,1,19,06/20/2024 10:09 PM,19,0,0
1,0,1,1,1,8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,7,0.0,0.0,1,7,06/20/2024 10:09 PM,6,1,0
1,0,1,1,1,a3ad8587-a135-11e9-9cda-0a87ae2ba916,1,0.0,0.0,1,25,06/20/2024 10:09 PM,24,1,0
0,0,1,1,1,a3b26084-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
1,0,1,1,1,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,6,0.0,1.0,1,11,06/20/2024 10:09 PM,10,1,1
3,0,1,2,1,a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,5,06/20/2024 10:09 PM,2,3,0
2,0,1,4,1,a3b49122-a135-11e9-9cda-0a87ae2ba916,1,0.0,0.0,1,10,06/20/2024 10:09 PM,8,2,0
2,0,1,6,1,a3b45e26-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,5,06/20/2024 10:09 PM,3,2,0
4,0,1,0,1,1932496568454183892,8,0.0,0.0,1,7,06/20/2024 10:09 PM,3,4,0
2,0,1,1,1,a3a771c2-a135-11e9-9cda-0a87ae2ba916,1,0.0,1.0,1,12,06/20/2024 10:09 PM,10,2,0
1,0,1,2,1,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,3,0.0,2.0,1,5,06/20/2024 10:09 PM,4,1,0
1,0,1,0,1,a3a42a93-a135-11e9-9cda-0a87ae2ba916,20,1.0,0.0,1,2,06/20/2024 10:09 PM,1,1,0
0,0,1,0,1,1945178760530424534,3,0.0,0.0,1,12,06/20/2024 10:09 PM,12,0,0
9,0,1,0,1,a3b3968b-a135-11e9-9cda-0a87ae2ba916,3,1.0,2.0,1,9,06/20/2024 10:09 PM,0,9,0
0,0,1,10,1,a3ab812d-a135-11e9-9cda-0a87ae2ba916,20,0.0,0.0,1,8,06/20/2024 10:09 PM,8,0,0
0,0,1,2,1,a3a39301-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,7,06/20/2024 10:09 PM,7,0,0
0,0,1,2,1,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,9,0.0,2.0,1,2,06/20/2024 10:09 PM,2,0,2
0,0,1,1,1,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,0,0.0,1.0,1,17,06/20/2024 10:09 PM,17,0,1
1,0,1,1,1,1870208802121658482,9,0.0,0.0,1,5,06/20/2024 10:09 PM,4,1,0
0,0,1,2,1,61695579-2f75-4090-a071-c76079b5fb5d,3,0.0,0.0,1,2,06/20/2024 10:09 PM,2,0,0
1,0,1,14,1,a3b30b06-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,1,06/20/2024 10:09 PM,0,1,0
2,0,1,7,1,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,7,0.0,0.0,1,5,06/20/2024 10:09 PM,3,2,0
3,0,1,1,1,a3afb917-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,10,06/20/2024 10:09 PM,7,3,0
1,0,1,0,1,a065d29d-a081-47f4-8d0f-9a572f6085fe,13,0.0,0.0,1,2,06/20/2024 10:08 PM,1,1,0
6,0,1,0,1,a3b22815-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,7,06/20/2024 10:08 PM,1,6,0
0,0,1,0,1,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,14,1.0,0.0,1,0,06/20/2024 10:08 PM,0,0,0
5,0,1,1,1,1930641272056945296,7,0.0,0.0,1,7,06/20/2024 10:08 PM,2,5,0
0,0,1,0,1,a3b29a90-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,6,06/20/2024 10:08 PM,6,0,0
4,0,1,0,1,a3b00055-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,10,06/20/2024 10:08 PM,6,4,0
2,0,1,0,1,a3b10f66-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,5,06/20/2024 10:08 PM,3,2,0
3,0,1,1,1,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,0,0.0,1.0,1,13,06/20/2024 10:08 PM,10,3,1
1,0,1,4,1,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,5,06/20/2024 10:08 PM,4,1,0
7,0,1,2,1,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,1,0.0,0.0,1,12,06/20/2024 10:09 PM,5,7,0
0,0,1,0,1,1926946441362045298,14,0.0,0.0,1,1,06/20/2024 10:09 PM,1,0,0
0,0,1,1,1,a3b25656-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
4,0,1,1,1,a3afc347-a135-11e9-9cda-0a87ae2ba916,10,0.0,0.0,1,8,06/20/2024 10:09 PM,4,4,0
0,0,1,1,1,a3a4ea00-a135-11e9-9cda-0a87ae2ba916,37,0.0,1.0,1,1,06/20/2024 10:09 PM,1,0,0
3,0,1,1,1,a3a4f46b-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,22,06/20/2024 10:09 PM,19,3,0
0,0,1,0,1,1861588043429399408,6,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
2,0,1,0,1,a3a6fcac-a135-11e9-9cda-0a87ae2ba916,13,0.0,1.0,1,9,06/20/2024 10:09 PM,7,2,0
0,0,1,5,1,1934290131858180982,5,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
0,0,1,1,1,a3a4d069-a135-11e9-9cda-0a87ae2ba916,28,0.0,0.0,1,1,06/20/2024 10:09 PM,1,0,0
0,0,1,0,1,1863873159929715228,10,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
1,0,1,0,1,1943240055911940522,14,0.0,0.0,1,1,06/20/2024 10:09 PM,0,1,0
3,0,1,0,1,a3a88f84-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,17,06/20/2024 10:09 PM,14,3,0
1,0,1,3,1,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,6,06/20/2024 10:09 PM,5,1,0
1,0,1,0,1,a3b1efd6-a135-11e9-9cda-0a87ae2ba916,3,0.0,0.0,1,8,06/20/2024 10:09 PM,7,1,0
0,0,1,2,1,a3b218cd-a135-11e9-9cda-0a87ae2ba916,7,0.0,0.0,1,2,06/20/2024 10:09 PM,2,0,0
3,0,1,1,1,a3af624c-a135-11e9-9cda-0a87ae2ba916,2,0.0,2.0,1,6,06/20/2024 10:09 PM,3,3,0
0,0,1,0,1,a3a9a778-a135-11e9-9cda-0a87ae2ba916,2,0.0,1.0,1,12,06/20/2024 10:09 PM,12,0,1
1,0,1,1,1,a3add889-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,6,06/20/2024 10:09 PM,5,1,0
0,0,1,0,1,1934290608103817582,15,,,1,0,06/20/2024 10:09 PM,0,0,0
0,0,1,0,1,1958859209051740602,8,0.0,6.0,1,1,06/20/2024 10:09 PM,1,0,0
1,0,1,1,1,a3adbedf-a135-11e9-9cda-0a87ae2ba916,3,0.0,5.0,1,2,06/20/2024 10:09 PM,1,1,0
2,0,1,2,1,a3acacbc-a135-11e9-9cda-0a87ae2ba916,8,0.0,2.0,1,3,06/20/2024 10:09 PM,1,2,0
0,0,1,0,1,8995498f-1209-4b06-9317-01cd695b3b61,4,1.0,0.0,1,5,06/20/2024 10:09 PM,6,0,0
2,0,1,3,1,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,13,0.0,0.0,1,7,06/20/2024 10:09 PM,5,2,0
1,0,1,7,1,a3a41526-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,33,06/20/2024 10:09 PM,32,1,0
2,0,1,0,1,1958860355622110046,13,0.0,0.0,1,2,06/20/2024 10:09 PM,0,2,0
2,0,1,1,1,a3b1ff34-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,5,06/20/2024 10:09 PM,3,2,0
3,0,1,0,1,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,0,0.0,1.0,1,10,06/20/2024 10:09 PM,7,3,0
1,0,1,5,1,c3f1be96-07c2-4c65-8a1d-f2203de88495,6,0.0,0.0,1,4,06/20/2024 10:09 PM,3,1,0
1,0,1,1,1,a3a4c618-a135-11e9-9cda-0a87ae2ba916,13,0.0,0.0,1,4,06/20/2024 10:09 PM,3,1,0
4,0,1,0,1,a3a64639-a135-11e9-9cda-0a87ae2ba916,6,0.0,0.0,1,9,06/20/2024 10:09 PM,5,4,0
3,0,1,0,1,a3a5af44-a135-11e9-9cda-0a87ae2ba916,7,0.0,1.0,1,7,06/20/2024 10:09 PM,4,3,1
0,0,1,0,1,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,14,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
4,0,1,0,1,a3b35885-a135-11e9-9cda-0a87ae2ba916,7,0.0,0.0,1,4,06/20/2024 10:09 PM,0,4,0
6,0,1,0,1,a3b42a3e-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,9,06/20/2024 10:09 PM,3,6,0
2,0,1,1,1,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,7,0.0,0.0,1,7,06/20/2024 10:09 PM,5,2,0
3,0,1,3,1,a3aab5c1-a135-11e9-9cda-0a87ae2ba916,9,0.0,0.0,1,6,06/20/2024 10:09 PM,3,3,0
1,0,1,1,1,a3b46866-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,5,06/20/2024 10:09 PM,4,1,0
5,0,1,0,1,a3b0eb93-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,6,06/20/2024 10:09 PM,1,5,0
0,0,1,1,1,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
0,0,1,1,1,1872721263815561908,11,0.0,0.0,1,3,06/20/2024 10:09 PM,3,0,0
5,0,1,4,1,1926982189560422428,1,0.0,0.0,1,10,06/20/2024 10:09 PM,5,5,0
0,0,1,0,1,a3a89488-a135-11e9-9cda-0a87ae2ba916,10,0.0,3.0,1,7,06/20/2024 10:09 PM,7,0,0
1,0,1,0,1,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,7,06/20/2024 10:09 PM,6,1,0
1,0,1,1,1,a3b11993-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,6,06/20/2024 10:09 PM,5,1,0
1,0,1,1,1,1861613253877461614,11,0.0,0.0,1,3,06/20/2024 10:09 PM,2,1,0
0,0,1,0,1,c4040b17-88bd-40ab-9aae-2655d6771580,9,0.0,0.0,1,6,06/20/2024 10:09 PM,6,0,0
0,0,1,1,1,1754781885939323186,0,0.0,1.0,1,9,06/20/2024 10:09 PM,9,0,0
0,0,1,1,1,391d5cd8-c87c-42f8-94df-823f94284005,6,0.0,0.0,1,8,06/20/2024 10:09 PM,8,0,0
0,0,1,1,1,a3a46896-a135-11e9-9cda-0a87ae2ba916,25,0.0,1.0,1,0,06/20/2024 10:09 PM,0,0,1
0,0,1,0,1,a3a42574-a135-11e9-9cda-0a87ae2ba916,21,0.0,1.0,1,13,06/20/2024 10:09 PM,13,0,1
1,0,1,3,1,6fd280b0-74de-4a89-947d-3be40afa079c,7,0.0,0.0,1,5,06/20/2024 10:09 PM,4,1,0
0,0,1,0,1,87d2a090-22cd-471b-b622-fef3923999dd,9,0.0,0.0,1,6,06/20/2024 10:09 PM,6,0,0
5,0,1,1,1,a3a434ce-a135-11e9-9cda-0a87ae2ba916,7,0.0,0.0,1,12,06/20/2024 10:09 PM,7,4,0
3,0,1,1,1,a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,8,0.0,0.0,1,6,06/20/2024 10:09 PM,3,3,0
0,0,1,1,1,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,14,0.0,0.0,1,0,06/20/2024 10:09 PM,0,0,0
0,0,1,5,1,a3ac83bc-a135-11e9-9cda-0a87ae2ba916,5,0.0,1.0,1,4,06/20/2024 10:09 PM,4,0,1
5,0,1,0,1,a3aca268-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,9,06/20/2024 10:09 PM,4,5,0
1,0,1,4,1,a3a6e866-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,15,06/20/2024 10:09 PM,14,1,0
2,0,1,1,1,a3ac4548-a135-11e9-9cda-0a87ae2ba916,9,0.0,0.0,1,5,06/20/2024 10:09 PM,3,2,0
0,0,1,1,1,1859717449875884116,10,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
2,0,1,1,1,1939906971867155378,5,0.0,0.0,1,9,06/20/2024 10:09 PM,7,2,0
1,0,1,0,1,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,14,1.0,0.0,1,4,06/20/2024 10:09 PM,3,1,0
2,0,1,0,1,a3aa59bb-a135-11e9-9cda-0a87ae2ba916,2,0.0,1.0,1,8,06/20/2024 10:09 PM,6,2,0
1,0,1,4,1,1936566008041245278,5,0.0,0.0,1,2,06/20/2024 10:09 PM,1,1,0
0,0,1,0,1,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,9,0.0,0.0,1,6,06/20/2024 10:09 PM,6,0,0
2,0,1,0,1,a3a7d279-a135-11e9-9cda-0a87ae2ba916,2,0.0,3.0,1,6,06/20/2024 10:09 PM,4,2,3
6,0,1,0,1,1929121088624564460,2,0.0,0.0,1,13,06/20/2024 10:09 PM,7,6,0
1,0,1,2,1,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,4,0.0,1.0,1,4,06/20/2024 10:09 PM,3,1,0
2,0,1,1,1,1934290793283144612,6,0.0,0.0,1,8,06/20/2024 10:09 PM,6,2,0
0,0,1,0,1,7e435d2a-617e-4c3f-bed0-a8801c20f265,7,0.0,0.0,1,8,06/20/2024 10:09 PM,8,0,0
0,0,1,0,1,a3b453f2-a135-11e9-9cda-0a87ae2ba916,6,0.0,1.0,1,1,06/20/2024 10:09 PM,1,0,0
2,0,1,1,1,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,12,06/20/2024 10:09 PM,10,2,0
2,0,1,8,1,a3a46e71-a135-11e9-9cda-0a87ae2ba916,21,1.0,1.0,1,4,06/20/2024 10:09 PM,1,2,1
1,0,1,5,1,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,9,0.0,0.0,1,5,06/20/2024 10:09 PM,4,1,0
2,0,1,2,1,a3ac2671-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,13,06/20/2024 10:09 PM,11,2,0
0,0,1,2,1,1867617341378224632,9,0.0,0.0,1,4,06/20/2024 10:09 PM,4,0,0
0,0,1,2,1,a3b300d3-a135-11e9-9cda-0a87ae2ba916,8,0.0,0.0,1,5,06/20/2024 10:09 PM,5,0,0
1,0,1,1,1,a3a6054c-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,14,06/20/2024 10:09 PM,13,1,0
2,0,1,4,1,a3a4f993-a135-11e9-9cda-0a87ae2ba916,0,0.0,2.0,1,13,06/20/2024 10:09 PM,11,2,2
0,0,1,3,1,a3b2f698-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,8,06/20/2024 10:09 PM,8,0,0
8,0,1,0,1,1929121521556988340,2,0.0,0.0,1,13,06/20/2024 10:09 PM,5,8,0
0,0,1,0,1,1958860132283810038,11,,,1,0,06/20/2024 10:04 PM,0,0,0
0,0,1,0,1,1936566487749193740,5,0.0,0.0,1,10,06/20/2024 10:06 PM,10,0,0
1,0,1,2,1,1951050538021341810,7,0.0,0.0,1,2,06/20/2024 10:07 PM,1,1,0
2,0,1,1,1,1945195574597886460,7,0.0,1.0,1,6,06/20/2024 10:07 PM,4,2,0
0,0,1,0,1,a3ad523f-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,11,06/20/2024 10:08 PM,11,0,0
2,0,1,2,1,a3ac4a7c-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,5,06/20/2024 10:07 PM,3,2,0
0,0,1,1,1,1932836901177930130,5,0.0,0.0,1,5,06/20/2024 10:07 PM,5,0,0
0,0,1,5,1,a3b41f78-a135-11e9-9cda-0a87ae2ba916,23,0.0,0.0,1,3,06/20/2024 10:08 PM,3,0,0
1,0,1,0,1,a3a9ecff-a135-11e9-9cda-0a87ae2ba916,5,0.0,2.0,1,8,06/20/2024 10:08 PM,7,1,2
0,0,1,4,1,1879437308430949172,6,0.0,0.0,1,5,06/20/2024 10:08 PM,5,0,0
0,0,1,4,1,a3b372b1-a135-11e9-9cda-0a87ae2ba916,9,0.0,0.0,1,2,06/20/2024 10:08 PM,2,0,0
0,0,1,1,1,a3a9e44a-a135-11e9-9cda-0a87ae2ba916,30,0.0,0.0,1,0,06/20/2024 10:08 PM,0,0,0
1,0,1,0,1,3d1da4c7-23c9-4731-81f5-91db08f6c97f,14,0.0,0.0,1,1,06/20/2024 10:08 PM,0,1,0
0,0,1,3,1,a3a503e5-a135-11e9-9cda-0a87ae2ba916,14,0.0,0.0,1,2,06/20/2024 10:08 PM,2,0,0
2,0,1,1,1,a3a6ce53-a135-11e9-9cda-0a87ae2ba916,2,0.0,0.0,1,12,06/20/2024 10:08 PM,10,2,0
3,0,1,0,1,1955904736576827886,11,0.0,0.0,1,4,06/20/2024 10:08 PM,1,3,0
0,0,1,1,1,a3b37ce0-a135-11e9-9cda-0a87ae2ba916,7,0.0,2.0,1,9,06/20/2024 10:08 PM,9,0,2
0,0,1,2,1,a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,12,06/20/2024 10:08 PM,12,0,0
0,0,1,4,1,a3a786ac-a135-11e9-9cda-0a87ae2ba916,13,1.0,0.0,1,1,06/20/2024 10:08 PM,1,0,0
0,0,1,1,1,1775509322900183222,3,0.0,0.0,1,7,06/20/2024 10:08 PM,7,0,0
7,0,1,0,1,a3add365-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,11,06/20/2024 10:08 PM,4,7,0
0,0,1,5,1,a3aa9c65-a135-11e9-9cda-0a87ae2ba916,7,0.0,1.0,1,6,06/20/2024 10:08 PM,6,0,1
0,0,1,0,1,1932130426977611818,7,0.0,0.0,1,8,06/20/2024 10:08 PM,8,0,0
3,0,1,5,1,1945088454548058244,5,0.0,0.0,1,5,06/20/2024 10:08 PM,2,3,0
0,0,1,0,1,a3b42f5f-a135-11e9-9cda-0a87ae2ba916,1,0.0,1.0,1,9,06/20/2024 10:08 PM,9,0,0
2,0,1,4,1,a3afa4c3-a135-11e9-9cda-0a87ae2ba916,3,0.0,1.0,1,7,06/20/2024 10:08 PM,5,2,0
1,0,1,1,1,a3b2b419-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,6,06/20/2024 10:08 PM,5,1,0
1,0,1,2,1,98fe78dc-4efa-4b39-a47c-0d94abcdb221,5,0.0,0.0,1,3,06/20/2024 10:08 PM,2,1,0
3,0,1,2,1,a3a4daa1-a135-11e9-9cda-0a87ae2ba916,14,0.0,5.0,1,7,06/20/2024 10:08 PM,4,3,5
11,0,1,0,1,1945087711550943880,1,0.0,1.0,1,12,06/20/2024 10:08 PM,1,11,0
7,0,1,0,1,1934289552037596050,5,0.0,0.0,1,10,06/20/2024 10:08 PM,3,7,0
1,0,1,1,1,a3a7258b-a135-11e9-9cda-0a87ae2ba916,6,0.0,1.0,1,7,06/20/2024 10:08 PM,6,1,1
0,0,1,1,1,a3acfa38-a135-11e9-9cda-0a87ae2ba916,5,0.0,0.0,1,5,06/20/2024 10:08 PM,5,0,0
1,0,1,4,1,a3af6c2f-a135-11e9-9cda-0a87ae2ba916,4,0.0,0.0,1,7,06/20/2024 10:08 PM,6,1,0
1,0,1,1,1,a3aa2abb-a135-11e9-9cda-0a87ae2ba916,0,0.0,1.0,1,17,06/20/2024 10:08 PM,16,1,0
0,0,1,0,1,a3afe6ed-a135-11e9-9cda-0a87ae2ba916,8,0.0,0.0,1,7,06/20/2024 10:08 PM,7,0,0
1,0,1,5,1,a3b0e657-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,14,06/20/2024 10:08 PM,13,1,0
2,0,1,0,1,a3a6d371-a135-11e9-9cda-0a87ae2ba916,0,1.0,0.0,1,14,06/20/2024 10:08 PM,12,2,0
3,0,1,1,1,a3a8275e-a135-11e9-9cda-0a87ae2ba916,2,1.0,2.0,1,9,06/20/2024 10:08 PM,6,3,0
2,0,1,1,1,a3a59915-a135-11e9-9cda-0a87ae2ba916,1,0.0,0.0,1,17,06/20/2024 10:08 PM,15,2,0
1,0,1,0,1,1927695368784189454,12,0.0,0.0,1,3,06/20/2024 10:08 PM,2,1,0
5,0,1,0,1,9e1fbaaa-e872-4505-ada6-5080e62bef77,11,0.0,2.0,1,18,06/20/2024 10:08 PM,13,5,0
5,0,1,0,1,a3af1cec-a135-11e9-9cda-0a87ae2ba916,0,0.0,3.0,1,8,06/20/2024 10:08 PM,3,5,0
3,0,1,3,1,a3aaf7bc-a135-11e9-9cda-0a87ae2ba916,0,0.0,0.0,1,8,06/20/2024 10:08 PM,5,3,0
0,0,1,0,1,a3a7e19b-a135-11e9-9cda-0a87ae2ba916,22,1.0,1.0,1,7,06/20/2024 10:08 PM,7,0,1
