num_bikes_disabled,is_installed,num_bikes_available,num_ebikes_available,num_docks_disabled,num_docks_available,is_returning,is_renting,station_id,num_scooters_unavailable,num_scooters_available,timestamp,n_classic,n_electric,n_scooters
12,1,9,0,0,0,1,1,a3a378ca-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,9,0,1
0,1,2,0,0,13,1,1,1927677528601722888,0.0,0.0,06/30/2024 06:08 PM,2,0,0
2,1,5,1,0,7,1,1,a3ac2671-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,4,1,0
2,1,3,3,0,9,1,1,a3a6054c-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:08 PM,0,3,0
16,1,13,0,0,10,1,1,a3ab812d-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,13,0,0
1,1,9,0,0,1,1,1,a3a771c2-a135-11e9-9cda-0a87ae2ba916,0.0,4.0,06/30/2024 06:08 PM,9,0,0
1,1,9,5,0,4,1,1,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,4,5,0
3,1,11,1,0,24,1,1,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,10,1,0
5,1,6,2,0,4,1,1,a3ac83bc-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,4,2,0
3,1,4,0,0,0,1,1,61695579-2f75-4090-a071-c76079b5fb5d,0.0,0.0,06/30/2024 06:08 PM,4,0,0
5,1,11,1,0,4,1,1,a3a88f84-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,10,1,0
1,1,13,5,0,1,1,1,391d5cd8-c87c-42f8-94df-823f94284005,0.0,0.0,06/30/2024 06:08 PM,8,5,0
0,1,5,2,0,5,1,1,a3b1efd6-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,3,2,0
3,1,3,2,0,13,1,1,a3b3820c-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,1,2,0
1,1,8,1,0,2,1,1,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,1,0
1,1,11,1,0,3,1,1,1867617341378224632,0.0,0.0,06/30/2024 06:08 PM,10,1,0
1,1,14,9,0,0,1,1,a3afb917-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,5,9,0
0,1,8,6,0,3,1,1,a3b22815-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,2,6,0
1,1,7,3,0,2,1,1,a3af624c-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,4,3,0
4,1,6,1,0,5,1,1,1926982189560422428,0.0,0.0,06/30/2024 06:08 PM,5,1,0
1,1,5,1,0,41,1,1,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,4,1,0
1,1,3,0,0,3,1,1,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,0.0,8.0,06/30/2024 06:08 PM,3,0,8
1,1,8,3,0,14,1,1,a3b38728-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,5,3,0
2,1,7,0,0,10,1,1,a3a89488-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,0,0
0,1,4,4,0,6,1,1,a3af2216-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,0,4,0
1,1,9,2,0,5,1,1,a3b300d3-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,2,0
2,1,11,3,0,7,1,1,a3a8224f-a135-11e9-9cda-0a87ae2ba916,0.0,3.0,06/30/2024 06:08 PM,8,3,0
5,1,14,2,0,0,1,1,a3aab5c1-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,12,2,0
0,1,0,0,0,15,1,1,1958860355622110046,,,06/30/2024 06:08 PM,0,0,0
1,1,2,0,0,14,1,1,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,2,0,1
4,1,3,0,0,8,1,1,6fd280b0-74de-4a89-947d-3be40afa079c,0.0,0.0,06/30/2024 06:08 PM,3,0,0
2,1,7,0,0,6,1,1,a3ac4548-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,0,0
4,1,5,3,0,5,1,1,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,2,3,0
0,1,2,2,0,13,1,1,a065d29d-a081-47f4-8d0f-9a572f6085fe,0.0,0.0,06/30/2024 06:09 PM,0,2,0
0,1,1,0,0,6,1,1,a3b453f2-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,0,0
2,1,1,0,0,8,1,1,a3b25656-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,0,0
0,1,15,0,0,0,1,1,a3a9a778-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,15,0,0
4,1,3,0,0,14,1,1,a3a6fcac-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,3,0,0
0,1,8,0,0,7,1,1,7e435d2a-617e-4c3f-bed0-a8801c20f265,0.0,0.0,06/30/2024 06:09 PM,8,0,0
1,1,9,3,0,4,1,1,a3aa4f80-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,6,3,0
4,1,3,0,0,12,1,1,a3a62025-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,3,0,0
1,1,13,1,0,1,1,1,1861613253877461614,0.0,0.0,06/30/2024 06:09 PM,12,1,0
4,1,6,3,0,1,1,1,1936566008041245278,0.0,0.0,06/30/2024 06:09 PM,3,3,0
1,1,1,0,0,8,1,1,8995498f-1209-4b06-9317-01cd695b3b61,0.0,1.0,06/30/2024 06:09 PM,1,0,1
2,1,2,1,0,6,1,1,a3b2810e-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,1,1,0
2,1,1,0,0,7,1,1,a3b4728f-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,1,0,1
0,1,6,1,0,5,1,1,a3b11993-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,1,0
1,1,3,0,0,7,1,1,1929121887488481484,0.0,0.0,06/30/2024 06:09 PM,3,0,0
11,1,4,2,0,0,1,1,a3b377cb-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,2,2,0
0,1,9,7,0,1,1,1,a3ac7978-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,2,7,1
1,1,4,0,0,10,1,1,1859717449875884116,0.0,0.0,06/30/2024 06:09 PM,4,0,0
8,1,10,3,0,1,1,1,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,7,3,0
1,1,14,6,0,4,1,1,a3a866a5-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,6,0
3,1,5,1,0,7,1,1,a3b0bd42-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,4,1,0
1,1,11,2,0,3,1,1,1934290793283144612,0.0,0.0,06/30/2024 06:09 PM,9,2,0
0,1,12,4,0,3,1,1,a3aa7373-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,4,0
0,1,10,1,0,3,1,1,a3a64639-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,9,1,0
1,1,6,0,0,8,1,1,8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,0.0,0.0,06/30/2024 06:09 PM,6,0,0
2,1,10,2,0,3,1,1,1869052846885132442,0.0,0.0,06/30/2024 06:09 PM,8,2,0
0,1,6,0,0,9,1,1,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,0.0,0.0,06/30/2024 06:09 PM,6,0,0
2,1,5,3,0,8,1,1,a3acacbc-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,2,3,0
1,1,6,0,0,4,1,1,a3b29a90-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,0,0
0,1,9,3,0,6,1,1,a3b3686c-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,3,0
2,1,3,2,0,14,1,1,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,2,0
1,1,8,3,0,3,1,1,a3b3968b-a135-11e9-9cda-0a87ae2ba916,0.0,3.0,06/30/2024 06:09 PM,5,3,0
6,1,8,0,0,0,1,1,a3b2f698-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,0,0
0,1,4,2,0,7,1,1,c1f104db-9ee7-4999-bd4a-ddd766c75e04,0.0,0.0,06/30/2024 06:09 PM,2,2,0
0,1,11,2,0,3,1,1,a3aca790-a135-11e9-9cda-0a87ae2ba916,1.0,12.0,06/30/2024 06:09 PM,9,2,0
4,1,7,2,0,4,1,1,a3b49122-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,2,0
1,1,6,3,0,8,1,1,625e37ea-24ea-4f13-9a54-6322466ec521,0.0,0.0,06/30/2024 06:09 PM,3,3,0
2,1,4,1,0,5,1,1,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,3,1,0
0,1,1,0,0,10,1,1,a3b21de7-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,0,0
1,1,5,0,0,5,1,1,a3b42a3e-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,0,0
0,1,6,2,0,5,1,1,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,4,2,0
0,1,3,0,0,7,1,1,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,3,0,0
3,1,10,1,0,6,1,1,a3afc347-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,9,1,0
1,1,6,0,0,4,1,1,1754781885939323186,0.0,0.0,06/30/2024 06:09 PM,6,0,0
1,1,6,0,0,4,1,1,a3b26acf-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,0,0
2,1,12,6,0,0,1,1,a3aff616-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,6,0
1,1,9,0,0,1,1,1,a3add889-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,9,0,0
3,1,11,3,0,0,1,1,1872721624592814362,0.0,1.0,06/30/2024 06:09 PM,8,3,0
1,1,5,2,0,8,1,1,a3a6e359-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,3,2,0
2,1,10,0,0,7,1,1,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,10,0,0
4,1,1,0,0,6,1,1,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,0,0
0,1,10,7,0,5,1,1,a3a7af11-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,3,7,0
0,1,3,2,0,13,1,1,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,0.0,3.0,06/30/2024 06:09 PM,1,2,3
1,1,3,0,0,11,1,1,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,3,0,0
0,1,12,0,0,11,1,1,b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,0.0,0.0,06/30/2024 06:09 PM,12,0,0
3,1,20,2,0,12,1,1,a3a46e71-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:09 PM,18,1,0
0,1,17,4,0,10,1,1,a3ad8587-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,13,4,0
4,1,6,1,0,5,1,1,a3b310ac-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,1,0
0,1,8,0,0,3,1,1,a3aca268-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,0,0
0,1,4,0,0,11,1,1,1863873701095594368,0.0,0.0,06/30/2024 06:09 PM,4,0,0
0,1,15,0,0,2,1,1,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,15,0,2
3,1,1,1,0,12,1,1,a3a4c618-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,0,1,2
1,1,1,0,0,37,1,1,a3a4ea00-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,0,0
0,1,3,1,0,8,1,1,a3b10f66-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,2,1,0
1,1,1,0,0,13,1,1,1945195755748241796,0.0,0.0,06/30/2024 06:09 PM,1,0,0
1,1,12,3,0,9,1,1,a3a49288-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:09 PM,9,3,0
7,1,3,0,0,1,1,1,a3b45e26-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,3,0,0
5,1,8,1,0,6,1,1,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,7,1,0
1,1,9,1,0,5,1,1,1926946441362045298,0.0,0.0,06/30/2024 06:09 PM,8,1,0
1,1,6,0,0,11,1,1,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:09 PM,6,0,0
2,1,10,3,0,3,1,1,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,7,3,0
1,1,9,1,0,4,1,1,1939906971867155378,0.0,1.0,06/30/2024 06:09 PM,8,1,0
1,1,8,0,0,2,1,1,1861588043429399408,0.0,0.0,06/30/2024 06:09 PM,8,0,0
1,1,8,0,0,3,1,1,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,9,0,0
1,1,2,0,0,19,1,1,a3a42a93-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:09 PM,2,0,0
0,1,4,4,0,7,1,1,a3a5af44-a135-11e9-9cda-0a87ae2ba916,0.0,4.0,06/30/2024 06:09 PM,0,4,4
1,1,10,4,0,4,1,1,1929121088624564460,0.0,0.0,06/30/2024 06:09 PM,6,4,0
5,1,6,1,0,3,1,1,1934290131858180982,0.0,1.0,06/30/2024 06:09 PM,5,1,0
0,1,3,2,0,8,1,1,a3aa59bb-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,2,0
0,1,3,1,0,23,1,1,a3a46896-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,2,1,1
0,1,6,1,0,7,1,1,a3a39301-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,5,1,0
1,1,8,4,0,1,1,1,a3b1ff34-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:09 PM,4,4,0
3,1,7,4,0,5,1,1,1929121521556988340,0.0,0.0,06/30/2024 06:09 PM,3,4,0
5,1,4,4,0,22,1,1,a3a4d069-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,0,4,0
1,1,8,0,0,2,1,1,a3af5804-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,0,0
5,1,10,2,0,0,1,1,a3b2e20c-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,8,2,0
0,1,8,2,0,7,1,1,1863873159929715228,0.0,0.0,06/30/2024 06:09 PM,6,2,0
0,1,4,0,0,11,1,1,c4040b17-88bd-40ab-9aae-2655d6771580,0.0,0.0,06/30/2024 06:09 PM,4,0,0
3,1,1,1,0,10,1,1,1936582264492460636,0.0,1.0,06/30/2024 06:09 PM,0,1,0
2,1,2,0,0,9,1,1,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,2,0,0
0,1,16,0,0,1,1,1,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:09 PM,16,0,2
2,1,7,1,0,4,1,1,a3ab8bee-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:09 PM,6,2,0
0,1,4,3,0,31,1,1,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,1,3,0
6,1,3,0,0,6,1,1,c3f1be96-07c2-4c65-8a1d-f2203de88495,0.0,0.0,06/30/2024 06:09 PM,3,0,0
2,1,7,1,0,2,1,1,a3b46866-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,1,0
4,1,32,3,0,6,1,1,a3a41526-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,30,3,0
1,1,8,0,0,6,1,1,1890603435601779460,0.0,0.0,06/30/2024 06:09 PM,8,0,0
0,1,5,1,0,6,1,1,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,4,1,0
1,1,10,1,0,0,1,1,a3a57a52-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,9,1,0
0,1,4,0,0,11,1,1,87d2a090-22cd-471b-b622-fef3923999dd,0.0,0.0,06/30/2024 06:10 PM,4,0,0
0,1,11,4,0,0,1,1,1850867138125484782,0.0,0.0,06/30/2024 06:10 PM,7,4,0
0,1,6,0,0,9,1,1,a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,6,0,0
1,1,4,0,0,10,1,1,a3a5b496-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,4,0,0
0,1,9,4,0,6,1,1,22afe78c-e8f7-4a80-969e-7ddeafdf49da,0.0,0.0,06/30/2024 06:10 PM,5,4,0
9,1,3,3,0,3,1,1,a3a4f993-a135-11e9-9cda-0a87ae2ba916,0.0,4.0,06/30/2024 06:10 PM,0,3,4
3,1,2,1,0,6,1,1,a3b218cd-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,1,1,0
6,1,9,0,0,8,1,1,a3a4f46b-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,9,0,0
13,1,2,1,0,0,1,1,a3b30b06-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,1,1,0
3,1,11,0,0,1,1,1,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,12,0,0
6,1,11,2,0,7,1,1,a3a6e866-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,9,2,0
2,1,4,0,0,9,1,1,a3af956e-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,4,0,0
0,1,4,0,0,11,1,1,1934290608103817582,0.0,0.0,06/30/2024 06:10 PM,4,0,0
1,1,4,2,0,10,1,1,1932496568454183892,0.0,0.0,06/30/2024 06:10 PM,2,2,0
1,1,1,0,0,12,1,1,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:10 PM,1,0,0
0,1,4,1,0,7,1,1,a3b0eb93-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,3,1,0
1,1,4,1,0,6,1,1,a3b26084-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,3,1,0
0,1,12,3,0,3,1,1,a3b00055-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:10 PM,9,3,0
3,1,6,2,0,6,1,1,1932113567217736592,0.0,0.0,06/30/2024 06:07 PM,4,2,0
0,1,15,6,0,0,1,1,1932441844638063332,0.0,0.0,06/30/2024 06:07 PM,9,6,0
0,1,8,1,0,7,1,1,a3aa692e-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,1,0
0,1,11,0,0,0,1,1,a3b128de-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,11,0,0
0,1,5,1,0,10,1,1,2f5957e4-e83a-4d5a-b073-ec9422989315,0.0,0.0,06/30/2024 06:08 PM,4,1,0
2,1,6,5,0,3,1,1,1951050538021341810,0.0,0.0,06/30/2024 06:07 PM,1,5,0
2,1,0,0,0,9,1,1,98fe78dc-4efa-4b39-a47c-0d94abcdb221,0.0,0.0,06/30/2024 06:08 PM,0,0,0
1,1,1,1,0,12,1,1,a3a53843-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:08 PM,0,1,0
0,1,11,6,0,4,1,1,a3a39d55-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,5,6,0
2,1,6,3,0,3,1,1,a3ae82e0-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,3,3,0
2,1,8,0,0,1,1,1,a3b2956a-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,8,0,0
3,1,1,1,0,26,1,1,a3b41f78-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:08 PM,0,1,0
1,1,2,0,0,8,1,1,1932836901177930130,0.0,0.0,06/30/2024 06:08 PM,2,0,0
3,1,8,4,0,24,1,1,a3a4591a-a135-11e9-9cda-0a87ae2ba916,1.0,7.0,06/30/2024 06:08 PM,4,4,7
0,1,2,1,1,12,1,1,1961473975097987236,0.0,0.0,06/30/2024 06:08 PM,1,1,0
1,1,7,1,0,7,1,1,1867616044298100822,0.0,0.0,06/30/2024 06:08 PM,6,1,0
2,1,6,0,0,3,1,1,a3ac4a7c-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,6,0,0
0,1,2,1,0,13,1,1,1962566331666471698,0.0,0.0,06/30/2024 06:07 PM,1,1,0
6,1,6,4,0,18,1,1,a3a5eb69-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,2,4,0
1,1,1,0,0,27,1,1,a3a453fa-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:08 PM,1,0,2
3,1,0,0,0,12,1,1,a3a6d371-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,0,0,0
2,1,7,1,0,2,1,1,a3ad9ad9-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,6,1,0
0,1,7,6,0,4,1,1,a3ada52f-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,1,6,0
0,1,3,1,0,12,1,1,1942112671760511044,0.0,0.0,06/30/2024 06:08 PM,2,1,0
0,1,15,9,0,2,1,1,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,0.0,2.0,06/30/2024 06:08 PM,6,9,0
3,1,2,2,0,12,1,1,a3a974e1-a135-11e9-9cda-0a87ae2ba916,2.0,0.0,06/30/2024 06:08 PM,0,2,0
5,1,9,4,0,1,1,1,a3b49b4c-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,5,4,0
1,1,2,1,0,2,1,1,a3a7be40-a135-11e9-9cda-0a87ae2ba916,0.0,10.0,06/30/2024 06:08 PM,1,1,10
3,1,0,0,0,8,1,1,a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,0,0,0
0,1,8,3,0,4,1,1,1934289552037596050,0.0,3.0,06/30/2024 06:08 PM,5,3,0
5,1,6,1,0,3,1,1,a3acef62-a135-11e9-9cda-0a87ae2ba916,0.0,1.0,06/30/2024 06:08 PM,5,1,1
0,1,7,1,0,4,1,1,a3b24c1f-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,6,1,0
3,1,9,1,0,3,1,1,a3adce47-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,8,1,0
2,1,10,1,0,7,1,1,a3a405a1-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,9,1,0
0,1,8,3,0,5,1,1,1927695368784189454,0.0,2.0,06/30/2024 06:08 PM,5,3,0
0,1,6,0,0,9,1,1,34dc92b5-7cb7-4536-856b-46644d31b48c,0.0,0.0,06/30/2024 06:08 PM,6,0,0
1,1,10,4,0,4,1,1,a3af76f8-a135-11e9-9cda-0a87ae2ba916,1.0,0.0,06/30/2024 06:08 PM,6,4,0
1,1,8,0,0,2,1,1,a3aaf7bc-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,8,0,0
0,1,7,1,0,4,1,1,1932128180709716638,0.0,0.0,06/30/2024 06:08 PM,6,1,0
0,1,14,13,0,0,1,1,1945087711550943880,0.0,0.0,06/30/2024 06:08 PM,1,13,0
0,1,8,1,0,3,1,1,a3af9f99-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,7,1,0
0,1,4,1,0,11,1,1,a3a9bbf0-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,3,1,0
5,1,7,2,0,3,1,1,bbf9b599-1873-4133-b670-a0ef9e5c429c,0.0,0.0,06/30/2024 06:09 PM,5,2,0
0,1,6,1,0,1,1,1,a3b4aa91-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,1,0
9,1,18,3,0,0,1,1,a3a593fc-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,15,3,0
1,1,1,0,0,13,1,1,6997d1fb-9887-4c15-b5db-524d45a2f101,0.0,0.0,06/30/2024 06:08 PM,1,0,0
1,1,6,4,0,7,1,1,a3af4b26-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,2,4,0
0,1,5,0,0,8,1,1,1936560950769470316,0.0,2.0,06/30/2024 06:08 PM,5,0,0
4,1,11,0,0,0,1,1,1861589903150238332,0.0,0.0,06/30/2024 06:08 PM,11,0,0
2,1,4,2,0,9,1,1,6849c4e2-cffa-432b-8d83-5c0524594b4f,0.0,0.0,06/30/2024 06:08 PM,2,2,0
1,1,10,4,0,0,1,1,a3ada002-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:08 PM,6,4,0
1,1,5,0,0,17,1,1,a3a3e158-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,5,0,0
1,1,9,3,0,5,1,1,a3b0104c-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,6,3,0
7,1,4,0,0,16,1,1,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,0.0,0.0,06/30/2024 06:09 PM,4,0,0
