num_bikes_disabled,is_renting,num_docks_disabled,num_ebikes_available,is_returning,station_id,num_bikes_available,num_docks_available,is_installed,num_scooters_available,num_scooters_unavailable,timestamp,n_classic,n_electric,n_scooters
0,1,0,1,1,a3a8224f-a135-11e9-9cda-0a87ae2ba916,4,15,1,3.0,0.0,07/05/2024 02:07 AM,3,1,0
7,1,0,0,1,a3b45e26-a135-11e9-9cda-0a87ae2ba916,3,1,1,0.0,0.0,07/05/2024 02:07 AM,3,0,0
1,1,0,0,1,a3b42a3e-a135-11e9-9cda-0a87ae2ba916,5,5,1,0.0,0.0,07/05/2024 02:07 AM,5,0,0
11,1,0,0,1,a3b377cb-a135-11e9-9cda-0a87ae2ba916,2,2,1,0.0,0.0,07/05/2024 02:07 AM,2,0,0
0,1,0,1,1,a3ad2843-a135-11e9-9cda-0a87ae2ba916,6,13,1,0.0,0.0,07/05/2024 02:07 AM,5,1,0
0,1,0,0,1,a3a866a5-a135-11e9-9cda-0a87ae2ba916,15,3,1,1.0,0.0,07/05/2024 02:07 AM,15,0,0
0,1,0,0,1,a3b11993-a135-11e9-9cda-0a87ae2ba916,6,5,1,0.0,0.0,07/05/2024 02:07 AM,6,0,0
2,1,0,0,1,a3b3820c-a135-11e9-9cda-0a87ae2ba916,16,1,1,0.0,0.0,07/05/2024 02:07 AM,16,0,0
1,1,0,1,1,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,4,14,1,0.0,0.0,07/05/2024 02:07 AM,3,1,0
0,1,0,1,1,a3b38728-a135-11e9-9cda-0a87ae2ba916,10,11,1,2.0,0.0,07/05/2024 02:07 AM,9,1,2
1,1,0,2,1,a3add889-a135-11e9-9cda-0a87ae2ba916,8,2,1,1.0,0.0,07/05/2024 02:07 AM,6,2,0
1,1,0,4,1,c1f104db-9ee7-4999-bd4a-ddd766c75e04,6,4,1,0.0,0.0,07/05/2024 02:07 AM,2,4,0
1,1,0,0,1,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,19,26,1,0.0,1.0,07/05/2024 02:07 AM,19,0,0
1,1,0,0,1,a3a57a52-a135-11e9-9cda-0a87ae2ba916,5,3,1,3.0,0.0,07/05/2024 02:07 AM,5,0,3
1,1,0,5,1,a3b3686c-a135-11e9-9cda-0a87ae2ba916,5,7,1,2.0,0.0,07/05/2024 02:07 AM,0,5,0
1,1,0,0,1,a3a6e359-a135-11e9-9cda-0a87ae2ba916,2,11,1,1.0,0.0,07/05/2024 02:07 AM,2,0,0
1,1,0,0,1,a3b26acf-a135-11e9-9cda-0a87ae2ba916,5,5,1,0.0,0.0,07/05/2024 02:07 AM,5,0,0
1,1,0,0,1,a3aa4f80-a135-11e9-9cda-0a87ae2ba916,2,12,1,0.0,0.0,07/05/2024 02:07 AM,2,0,0
0,1,0,0,1,a3b10f66-a135-11e9-9cda-0a87ae2ba916,8,3,1,0.0,0.0,07/05/2024 02:07 AM,8,0,0
4,1,0,0,1,a3b310ac-a135-11e9-9cda-0a87ae2ba916,11,1,1,0.0,0.0,07/05/2024 02:07 AM,11,0,0
1,1,0,4,1,1930641272056945296,9,5,1,0.0,0.0,07/05/2024 02:08 AM,5,4,0
4,1,0,2,1,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,8,7,1,0.0,0.0,07/05/2024 02:07 AM,6,2,0
3,1,0,4,1,a3b2e20c-a135-11e9-9cda-0a87ae2ba916,11,1,1,0.0,0.0,07/05/2024 02:07 AM,7,4,0
2,1,0,0,1,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,7,30,1,0.0,0.0,07/05/2024 02:07 AM,7,0,0
3,1,0,0,1,a3ab812d-a135-11e9-9cda-0a87ae2ba916,1,35,1,0.0,0.0,07/05/2024 02:07 AM,1,0,0
2,1,0,0,1,a3b26084-a135-11e9-9cda-0a87ae2ba916,4,5,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
5,1,0,3,1,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0.0,07/05/2024 02:08 AM,5,3,0
0,1,0,0,1,87d2a090-22cd-471b-b622-fef3923999dd,4,11,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
2,1,0,3,1,a3a64639-a135-11e9-9cda-0a87ae2ba916,10,2,1,1.0,0.0,07/05/2024 02:08 AM,7,3,0
1,1,0,0,1,a77136ee-060b-433b-88d0-ec74af1ef7ad,6,8,1,0.0,0.0,07/05/2024 02:08 AM,6,0,0
0,1,0,0,1,a3a39301-a135-11e9-9cda-0a87ae2ba916,6,7,1,2.0,0.0,07/05/2024 02:08 AM,6,0,0
6,1,0,0,1,a3b2f698-a135-11e9-9cda-0a87ae2ba916,8,1,1,0.0,0.0,07/05/2024 02:08 AM,8,0,0
3,1,0,0,1,1945178760530424534,7,4,1,0.0,0.0,07/05/2024 02:08 AM,7,0,0
0,1,0,7,1,a3a62025-a135-11e9-9cda-0a87ae2ba916,18,1,1,0.0,0.0,07/05/2024 02:08 AM,11,7,0
0,1,0,5,1,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,5,9,1,0.0,0.0,07/05/2024 02:08 AM,0,5,0
1,1,0,1,1,a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,8,2,1,0.0,0.0,07/05/2024 02:08 AM,7,1,0
2,1,0,2,1,a3af5804-a135-11e9-9cda-0a87ae2ba916,4,4,1,1.0,0.0,07/05/2024 02:08 AM,2,2,0
0,1,0,2,1,1866476559603607834,4,0,1,0.0,0.0,07/05/2024 02:08 AM,2,2,0
2,1,0,0,1,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,5,12,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,4,1,a3a7af11-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0.0,07/05/2024 02:08 AM,4,4,0
3,1,0,3,1,a3a5b496-a135-11e9-9cda-0a87ae2ba916,8,4,1,0.0,0.0,07/05/2024 02:08 AM,5,3,0
1,1,0,0,1,1872721263815561908,2,12,1,0.0,0.0,07/05/2024 02:08 AM,2,0,0
3,1,0,0,1,1871990322214447924,8,0,1,4.0,0.0,07/05/2024 02:08 AM,8,0,0
0,1,0,0,1,a3b0eb93-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,0,1,8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,6,8,1,0.0,0.0,07/05/2024 02:08 AM,6,0,0
0,1,0,1,1,1863873159929715228,6,9,1,0.0,0.0,07/05/2024 02:08 AM,5,1,0
6,1,0,0,1,c3f1be96-07c2-4c65-8a1d-f2203de88495,3,6,1,0.0,0.0,07/05/2024 02:08 AM,3,0,0
0,1,0,0,1,1850867138125484782,2,8,1,1.0,0.0,07/05/2024 02:08 AM,2,0,0
1,1,0,7,1,a3a771c2-a135-11e9-9cda-0a87ae2ba916,12,2,1,0.0,1.0,07/05/2024 02:08 AM,5,7,0
2,1,0,1,1,1869052846885132442,11,2,1,0.0,0.0,07/05/2024 02:08 AM,10,1,0
0,1,0,0,1,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,3,20,1,0.0,0.0,07/05/2024 02:08 AM,3,0,0
0,1,0,3,1,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,9,6,1,0.0,0.0,07/05/2024 02:08 AM,6,3,0
3,1,0,1,1,1872721624592814362,5,7,1,0.0,0.0,07/05/2024 02:08 AM,4,1,0
4,1,0,2,1,1926982189560422428,9,2,1,0.0,0.0,07/05/2024 02:08 AM,7,2,0
1,1,0,1,1,1861588043429399408,8,2,1,0.0,0.0,07/05/2024 02:08 AM,7,1,0
1,1,0,4,1,625e37ea-24ea-4f13-9a54-6322466ec521,10,4,1,0.0,0.0,07/05/2024 02:08 AM,6,4,0
0,1,0,0,1,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,8,3,1,0.0,0.0,07/05/2024 02:08 AM,8,0,0
1,1,0,1,1,1870208802121658482,5,9,1,0.0,0.0,07/05/2024 02:08 AM,4,1,0
1,1,0,0,1,a3af624c-a135-11e9-9cda-0a87ae2ba916,5,4,1,1.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,0,1,a3a4d069-a135-11e9-9cda-0a87ae2ba916,0,30,1,0.0,0.0,07/05/2024 02:08 AM,0,0,0
2,1,0,2,1,1934290793283144612,12,1,1,0.0,0.0,07/05/2024 02:08 AM,10,2,0
1,1,0,1,1,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,2,4,1,0.0,0.0,07/05/2024 02:08 AM,1,1,0
5,1,0,5,1,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,8,0,1,2.0,0.0,07/05/2024 02:08 AM,3,5,2
0,1,0,0,1,a3adbedf-a135-11e9-9cda-0a87ae2ba916,2,9,1,1.0,0.0,07/05/2024 02:08 AM,2,0,0
3,1,0,1,1,a3a4c618-a135-11e9-9cda-0a87ae2ba916,7,9,1,0.0,0.0,07/05/2024 02:08 AM,6,1,0
1,1,0,0,1,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,8,6,1,0.0,0.0,07/05/2024 02:08 AM,8,0,0
0,1,0,1,1,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,10,1,1,1.0,0.0,07/05/2024 02:08 AM,9,1,0
0,1,0,9,1,a3b22815-a135-11e9-9cda-0a87ae2ba916,11,0,1,0.0,0.0,07/05/2024 02:08 AM,2,9,0
2,1,0,0,1,a3ac4548-a135-11e9-9cda-0a87ae2ba916,7,6,1,0.0,0.0,07/05/2024 02:08 AM,7,0,0
1,1,0,3,1,1962566135789175644,4,10,1,0.0,0.0,07/05/2024 02:08 AM,1,3,0
1,1,0,0,1,a3a4f46b-a135-11e9-9cda-0a87ae2ba916,2,18,1,0.0,0.0,07/05/2024 02:08 AM,2,2,0
0,1,0,0,1,a3b1efd6-a135-11e9-9cda-0a87ae2ba916,3,7,1,1.0,0.0,07/05/2024 02:08 AM,3,0,0
1,1,0,2,1,1958859209051740602,8,2,1,4.0,0.0,07/05/2024 02:08 AM,6,2,0
2,1,0,0,1,a3a58ee0-a135-11e9-9cda-0a87ae2ba916,5,8,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,4,1,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,7,7,1,0.0,0.0,07/05/2024 02:08 AM,3,4,0
0,1,0,2,1,a065d29d-a081-47f4-8d0f-9a572f6085fe,2,13,1,0.0,0.0,07/05/2024 02:08 AM,0,2,0
0,1,0,4,1,a3b35885-a135-11e9-9cda-0a87ae2ba916,6,5,1,0.0,0.0,07/05/2024 02:08 AM,2,4,0
2,1,0,1,1,a3b46866-a135-11e9-9cda-0a87ae2ba916,8,1,1,0.0,0.0,07/05/2024 02:08 AM,7,1,0
5,1,0,2,1,a3a42574-a135-11e9-9cda-0a87ae2ba916,25,2,1,3.0,0.0,07/05/2024 02:08 AM,23,2,3
0,1,0,2,1,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,7,4,1,0.0,0.0,07/05/2024 02:08 AM,5,2,0
0,1,0,0,1,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,4,15,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
0,1,0,0,1,a3aca268-a135-11e9-9cda-0a87ae2ba916,1,10,1,0.0,0.0,07/05/2024 02:08 AM,1,0,0
5,1,0,0,1,1934290131858180982,8,0,1,2.0,0.0,07/05/2024 02:08 AM,8,0,0
5,1,0,5,1,a3aab5c1-a135-11e9-9cda-0a87ae2ba916,13,0,1,0.0,0.0,07/05/2024 02:08 AM,8,4,0
0,1,0,1,1,8995498f-1209-4b06-9317-01cd695b3b61,5,5,1,1.0,0.0,07/05/2024 02:09 AM,4,1,1
0,1,0,0,1,a3a4ea00-a135-11e9-9cda-0a87ae2ba916,4,34,1,0.0,1.0,07/05/2024 02:09 AM,4,0,0
2,1,0,4,1,1929121088624564460,12,1,1,0.0,0.0,07/05/2024 02:09 AM,8,4,0
1,1,0,3,1,a3b1ff34-a135-11e9-9cda-0a87ae2ba916,7,3,1,0.0,0.0,07/05/2024 02:09 AM,4,3,0
1,1,0,0,1,a3b3968b-a135-11e9-9cda-0a87ae2ba916,5,9,1,1.0,0.0,07/05/2024 02:09 AM,4,0,0
14,1,0,0,1,a3b30b06-a135-11e9-9cda-0a87ae2ba916,1,0,1,0.0,0.0,07/05/2024 02:09 AM,1,0,0
1,1,0,0,1,1890603435601779460,6,8,1,0.0,0.0,07/05/2024 02:08 AM,6,0,0
0,1,0,2,1,a3ac2671-a135-11e9-9cda-0a87ae2ba916,6,7,1,0.0,0.0,07/05/2024 02:09 AM,5,2,0
0,1,0,5,1,a3af2216-a135-11e9-9cda-0a87ae2ba916,7,2,1,2.0,0.0,07/05/2024 02:09 AM,2,5,0
0,1,0,0,1,1863873701095594368,4,11,1,0.0,0.0,07/05/2024 02:09 AM,4,0,0
1,1,0,1,1,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,5,3,1,10.0,0.0,07/05/2024 02:09 AM,4,2,10
1,1,0,1,1,1943240055911940522,1,13,1,0.0,0.0,07/05/2024 02:08 AM,0,1,0
1,1,0,0,1,1754781885939323186,9,1,1,0.0,0.0,07/05/2024 02:09 AM,9,0,0
1,1,0,0,1,1927677528601722888,5,9,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
0,1,0,0,1,1934290608103817582,4,11,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
0,1,0,2,1,a3ac7978-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0.0,07/05/2024 02:08 AM,3,2,0
0,1,0,3,1,a3ac83bc-a135-11e9-9cda-0a87ae2ba916,6,9,1,0.0,0.0,07/05/2024 02:08 AM,3,3,0
2,1,0,2,1,a3acacbc-a135-11e9-9cda-0a87ae2ba916,7,5,1,1.0,0.0,07/05/2024 02:08 AM,5,2,0
0,1,0,2,1,a3af956e-a135-11e9-9cda-0a87ae2ba916,7,8,1,0.0,0.0,07/05/2024 02:08 AM,5,2,0
0,1,0,2,1,a3aca790-a135-11e9-9cda-0a87ae2ba916,6,5,1,16.0,0.0,07/05/2024 02:08 AM,4,2,0
0,1,0,4,1,a3a41526-a135-11e9-9cda-0a87ae2ba916,12,25,1,2.0,4.0,07/05/2024 02:08 AM,8,4,2
1,1,0,0,1,1945195755748241796,1,13,1,0.0,0.0,07/05/2024 02:08 AM,1,0,0
3,1,0,0,1,a3aff616-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
2,1,0,0,1,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,6,3,1,0.0,0.0,07/05/2024 02:08 AM,6,0,0
2,1,0,0,1,a3b4728f-a135-11e9-9cda-0a87ae2ba916,5,4,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,1,1,1932496568454183892,3,11,1,0.0,0.0,07/05/2024 02:08 AM,2,1,0
2,1,0,2,1,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,5,7,1,1.0,0.0,07/05/2024 02:08 AM,3,2,0
0,1,0,2,1,a3a5af44-a135-11e9-9cda-0a87ae2ba916,7,7,1,1.0,0.0,07/05/2024 02:08 AM,5,2,1
0,1,0,3,1,a3a4f993-a135-11e9-9cda-0a87ae2ba916,11,8,1,0.0,0.0,07/05/2024 02:08 AM,8,3,0
0,1,0,4,1,22afe78c-e8f7-4a80-969e-7ddeafdf49da,9,6,1,0.0,0.0,07/05/2024 02:08 AM,5,4,0
2,1,0,0,1,a3a5c440-a135-11e9-9cda-0a87ae2ba916,5,8,1,0.0,0.0,07/05/2024 02:08 AM,5,0,0
1,1,0,3,1,a3a9a778-a135-11e9-9cda-0a87ae2ba916,10,4,1,0.0,0.0,07/05/2024 02:08 AM,7,3,0
4,1,0,0,1,a3a42a93-a135-11e9-9cda-0a87ae2ba916,16,4,1,0.0,0.0,07/05/2024 02:08 AM,16,0,0
2,1,0,0,1,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,0,13,1,0.0,0.0,07/05/2024 02:08 AM,0,0,0
0,1,0,1,1,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,5,3,1,6.0,1.0,07/05/2024 02:08 AM,4,1,6
1,1,0,0,1,1859717449875884116,3,11,1,0.0,0.0,07/05/2024 02:08 AM,3,0,0
5,1,0,11,1,a3a6fcac-a135-11e9-9cda-0a87ae2ba916,18,0,1,0.0,0.0,07/05/2024 02:08 AM,7,11,0
0,1,0,0,1,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,0,19,1,,,07/05/2024 02:08 AM,0,0,0
2,1,0,3,1,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,10,2,1,1.0,0.0,07/05/2024 02:08 AM,7,3,1
1,1,0,0,1,b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,4,18,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
0,1,0,10,1,a3b00055-a135-11e9-9cda-0a87ae2ba916,11,4,1,0.0,0.0,07/05/2024 02:08 AM,1,10,0
3,1,0,4,1,1929121521556988340,7,5,1,0.0,0.0,07/05/2024 02:08 AM,3,4,0
2,1,0,2,1,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,15,16,1,2.0,0.0,07/05/2024 02:08 AM,13,2,2
0,1,0,0,1,a3b453f2-a135-11e9-9cda-0a87ae2ba916,1,6,1,0.0,0.0,07/05/2024 02:08 AM,1,0,0
1,1,0,0,1,a3a46e71-a135-11e9-9cda-0a87ae2ba916,15,19,1,0.0,0.0,07/05/2024 02:08 AM,15,0,0
0,1,0,0,1,1929121887488481484,3,8,1,0.0,0.0,07/05/2024 02:08 AM,3,0,0
3,1,0,4,1,1936582264492460636,8,4,1,0.0,0.0,07/05/2024 02:08 AM,4,4,0
0,1,9,0,1,1966306862968688728,0,6,1,,,07/05/2024 02:08 AM,0,0,0
0,1,0,1,1,a3b241df-a135-11e9-9cda-0a87ae2ba916,4,3,1,0.0,0.0,07/05/2024 02:08 AM,3,1,0
0,1,0,0,1,c4040b17-88bd-40ab-9aae-2655d6771580,4,11,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
0,1,0,0,1,1871991855517771832,10,5,1,0.0,0.0,07/05/2024 02:08 AM,10,0,0
4,1,0,0,1,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,4,3,1,0.0,0.0,07/05/2024 02:08 AM,4,0,0
1,1,0,0,1,a3b29a90-a135-11e9-9cda-0a87ae2ba916,6,4,1,0.0,0.0,07/05/2024 02:08 AM,6,0,0
2,1,0,0,1,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,7,2,1,8.0,0.0,07/05/2024 02:08 AM,7,0,8
0,1,0,1,1,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,1,10,1,0.0,0.0,07/05/2024 02:08 AM,0,1,0
0,1,0,3,1,a3a7d279-a135-11e9-9cda-0a87ae2ba916,11,0,1,0.0,0.0,07/05/2024 02:08 AM,8,3,0
0,1,0,0,1,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,10,5,1,0.0,0.0,07/05/2024 02:08 AM,10,0,0
1,1,0,1,1,a3b2b92c-a135-11e9-9cda-0a87ae2ba916,5,5,1,0.0,0.0,07/05/2024 02:08 AM,4,1,0
0,1,0,0,1,a3a6e866-a135-11e9-9cda-0a87ae2ba916,1,22,1,0.0,0.0,07/05/2024 02:08 AM,1,0,0
4,1,0,0,1,61695579-2f75-4090-a071-c76079b5fb5d,3,0,1,0.0,0.0,07/05/2024 02:08 AM,3,0,0
3,1,0,1,1,a3b218cd-a135-11e9-9cda-0a87ae2ba916,7,1,1,0.0,0.0,07/05/2024 02:08 AM,6,1,0
2,1,0,1,1,a3a6054c-a135-11e9-9cda-0a87ae2ba916,8,4,1,1.0,0.0,07/05/2024 02:08 AM,7,1,1
5,1,0,0,1,a3b49122-a135-11e9-9cda-0a87ae2ba916,5,5,1,1.0,0.0,07/05/2024 02:09 AM,5,0,0
2,1,0,4,1,a3a8711c-a135-11e9-9cda-0a87ae2ba916,11,6,1,0.0,0.0,07/05/2024 02:09 AM,7,4,0
2,1,0,1,1,a3afc347-a135-11e9-9cda-0a87ae2ba916,6,11,1,0.0,0.0,07/05/2024 02:09 AM,5,1,0
1,1,0,3,1,a3a434ce-a135-11e9-9cda-0a87ae2ba916,12,6,1,0.0,0.0,07/05/2024 02:09 AM,9,3,0
2,1,0,0,1,a3b25656-a135-11e9-9cda-0a87ae2ba916,5,4,1,0.0,0.0,07/05/2024 02:09 AM,5,0,0
1,1,0,3,1,a3ab8bee-a135-11e9-9cda-0a87ae2ba916,7,7,1,0.0,0.0,07/05/2024 02:09 AM,4,3,0
2,1,0,0,1,1939906971867155378,8,4,1,1.0,0.0,07/05/2024 02:09 AM,8,0,0
2,1,0,1,1,391d5cd8-c87c-42f8-94df-823f94284005,9,4,1,0.0,0.0,07/05/2024 02:09 AM,8,1,0
0,1,0,1,1,1932128180709716638,6,5,1,0.0,0.0,07/05/2024 02:06 AM,5,1,0
1,1,0,0,1,1932836901177930130,3,7,1,0.0,0.0,07/05/2024 02:06 AM,3,0,0
0,1,0,1,1,1962563227519515280,7,8,1,0.0,0.0,07/05/2024 02:07 AM,6,1,0
0,1,0,1,1,a3a453fa-a135-11e9-9cda-0a87ae2ba916,5,26,1,0.0,0.0,07/05/2024 02:07 AM,4,1,0
0,1,0,1,1,a3a781a6-a135-11e9-9cda-0a87ae2ba916,10,0,1,1.0,0.0,07/05/2024 02:07 AM,9,1,1
8,1,0,1,1,a3a513e9-a135-11e9-9cda-0a87ae2ba916,14,8,1,1.0,0.0,07/05/2024 02:07 AM,13,1,1
0,1,0,9,1,1869036027793202092,12,3,1,0.0,0.0,07/05/2024 02:07 AM,3,9,0
1,1,0,0,1,a3b41f78-a135-11e9-9cda-0a87ae2ba916,1,29,1,0.0,0.0,07/05/2024 02:07 AM,1,0,0
2,1,0,0,1,a3ad711d-a135-11e9-9cda-0a87ae2ba916,11,6,1,0.0,0.0,07/05/2024 02:07 AM,11,0,0
2,1,0,0,1,a3acfa38-a135-11e9-9cda-0a87ae2ba916,3,6,1,0.0,0.0,07/05/2024 02:07 AM,3,0,0
1,1,0,1,1,1934289552037596050,7,4,1,3.0,0.0,07/05/2024 02:07 AM,6,1,0
2,1,0,3,1,1945195574597886460,4,9,1,0.0,0.0,07/05/2024 02:07 AM,1,3,0
1,1,0,5,1,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,7,11,1,0.0,0.0,07/05/2024 02:07 AM,2,5,0
2,1,0,2,1,6849c4e2-cffa-432b-8d83-5c0524594b4f,10,3,1,0.0,0.0,07/05/2024 02:07 AM,8,2,0
0,1,0,3,1,a3aa7db3-a135-11e9-9cda-0a87ae2ba916,13,6,1,1.0,0.0,07/05/2024 02:07 AM,10,3,0
1,1,0,2,1,a3ada002-a135-11e9-9cda-0a87ae2ba916,8,2,1,0.0,0.0,07/05/2024 02:07 AM,6,2,0
1,1,0,0,1,a3a56075-a135-11e9-9cda-0a87ae2ba916,5,20,1,1.0,0.0,07/05/2024 02:07 AM,5,0,1
2,1,0,8,1,ce334dea-c5ba-45ca-a52d-39dc161683b0,8,5,1,0.0,0.0,07/05/2024 02:07 AM,0,8,0
1,1,0,0,1,a3a7258b-a135-11e9-9cda-0a87ae2ba916,0,13,1,1.0,0.0,07/05/2024 02:07 AM,0,0,1
0,1,0,6,1,a3af4b26-a135-11e9-9cda-0a87ae2ba916,9,6,1,0.0,0.0,07/05/2024 02:07 AM,3,6,0
0,1,0,3,1,a3b1db23-a135-11e9-9cda-0a87ae2ba916,5,6,1,0.0,0.0,07/05/2024 02:07 AM,2,3,0
1,1,0,0,1,a3afe6ed-a135-11e9-9cda-0a87ae2ba916,9,5,1,0.0,0.0,07/05/2024 02:07 AM,9,0,0
0,1,0,1,1,a3a6f2a2-a135-11e9-9cda-0a87ae2ba916,4,11,1,0.0,0.0,07/05/2024 02:07 AM,3,1,0
2,1,0,1,1,a3a6ce53-a135-11e9-9cda-0a87ae2ba916,7,5,1,0.0,1.0,07/05/2024 02:07 AM,6,1,0
0,1,0,0,1,a3a38363-a135-11e9-9cda-0a87ae2ba916,5,32,1,0.0,2.0,07/05/2024 02:07 AM,5,0,0
4,1,0,1,1,a3a974e1-a135-11e9-9cda-0a87ae2ba916,4,9,1,0.0,1.0,07/05/2024 02:07 AM,3,1,0
1,1,0,1,1,a3b143aa-a135-11e9-9cda-0a87ae2ba916,7,3,1,0.0,0.0,07/05/2024 02:07 AM,6,1,0
1,1,0,1,1,a3ad6c01-a135-11e9-9cda-0a87ae2ba916,9,4,1,1.0,0.0,07/05/2024 02:07 AM,8,1,0
5,1,0,0,1,a3a786ac-a135-11e9-9cda-0a87ae2ba916,15,1,1,0.0,1.0,07/05/2024 02:07 AM,15,0,0
2,1,0,0,1,a3b2659d-a135-11e9-9cda-0a87ae2ba916,7,2,1,0.0,0.0,07/05/2024 02:07 AM,7,0,0
4,1,0,0,1,0eeb6baf-c653-4a1a-af17-99f686116b89,5,6,1,0.0,0.0,07/05/2024 02:07 AM,5,0,0
5,1,0,3,1,4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,7,3,1,0.0,0.0,07/05/2024 02:07 AM,4,3,0
0,1,0,2,1,87c01e57-8a00-430d-9eb3-2abe51e535dd,3,12,1,0.0,0.0,07/05/2024 02:07 AM,1,2,0
0,1,0,3,1,1934288914372987240,4,1,1,9.0,1.0,07/05/2024 02:07 AM,1,3,0
0,1,0,0,1,1958860132283810038,0,11,1,,,07/05/2024 02:07 AM,0,0,0
7,1,0,0,1,a3a50ec8-a135-11e9-9cda-0a87ae2ba916,30,10,1,0.0,0.0,07/05/2024 02:07 AM,30,0,0
0,1,0,4,1,a3aad940-a135-11e9-9cda-0a87ae2ba916,14,0,1,1.0,0.0,07/05/2024 02:07 AM,10,4,1
0,1,0,1,1,a3a7e19b-a135-11e9-9cda-0a87ae2ba916,1,29,1,0.0,1.0,07/05/2024 02:07 AM,0,1,0
1,1,0,1,1,a3b424f6-a135-11e9-9cda-0a87ae2ba916,1,13,1,0.0,0.0,07/05/2024 02:07 AM,0,1,0
0,1,0,0,1,a3b2b419-a135-11e9-9cda-0a87ae2ba916,2,9,1,0.0,0.0,07/05/2024 02:07 AM,2,0,0
0,1,0,3,1,a3a7a4fc-a135-11e9-9cda-0a87ae2ba916,6,5,1,0.0,0.0,07/05/2024 02:07 AM,3,3,0
3,1,0,0,1,1932113567217736592,4,8,1,0.0,0.0,07/05/2024 02:07 AM,4,0,0
2,1,0,2,1,a3aac4f9-a135-11e9-9cda-0a87ae2ba916,4,17,1,0.0,0.0,07/05/2024 02:07 AM,2,2,0
4,1,0,2,1,a3a85eda-a135-11e9-9cda-0a87ae2ba916,10,1,1,1.0,0.0,07/05/2024 02:07 AM,8,2,0
1,1,0,0,1,a3b0104c-a135-11e9-9cda-0a87ae2ba916,9,5,1,0.0,0.0,07/05/2024 02:07 AM,9,0,0
0,1,0,2,1,a3b0dc1f-a135-11e9-9cda-0a87ae2ba916,2,5,1,4.0,0.0,07/05/2024 02:07 AM,0,2,0
2,1,0,0,1,a3a43f48-a135-11e9-9cda-0a87ae2ba916,27,10,1,1.0,3.0,07/05/2024 02:07 AM,27,0,1
2,1,0,5,1,a3aa0699-a135-11e9-9cda-0a87ae2ba916,13,8,1,0.0,0.0,07/05/2024 02:07 AM,8,5,0
1,1,0,5,1,a3aa9c65-a135-11e9-9cda-0a87ae2ba916,15,0,1,2.0,1.0,07/05/2024 02:07 AM,10,5,2
0,1,0,0,1,6997d1fb-9887-4c15-b5db-524d45a2f101,2,13,1,0.0,0.0,07/05/2024 02:07 AM,2,0,0
